,Characters,Dialogue,Movie
47,CASSIAN:,This way!,Rogue One
48,STORMTROOPER: ,Is he deaf?,Rogue One
49,MILITIA: ,(Tell that to the one who killed our men.),Rogue One
50,MILITIA: ,(And why Is that?),Rogue One
51,JYN ERSO:,Because I am the daughter of Galen Erso.,Rogue One
52,MILITIA:,(Take them!),Rogue One
53,CHIRRUT:,It bothers him because he knows it is possible. Baze Malbus was once the most devoted Guardian of us all.,Rogue One
54,KRENNIC:,Target Jedha City prepare single reactor ignition.,Rogue One
55,CASSIAN:,Come on! Let's get out of here!,Rogue One
56,TARKIN:,I will tell him that I will be taking control over the weapon I first spoke of years ago effective immediately.,Rogue One
57,K2-SO:,One blast to the reactor module and the whole system goes down. That's how you said it. The whole system goes down.,Rogue One
58,CASSIAN:,I'll be right behind you. Come on.,Rogue One
59,GALEN:,You'll never win.,Rogue One
60,VASPAR:,To risk everything based on what? The testimony of a criminal? The dying words of her father an Imperial scientist?,Rogue One
61,JYN:,Every moment you waste is another step closer to the ashes of Jedha.,Rogue One
62,BODHI:,It'll be a bit cramped but we'll all fit. We could go.,Rogue One
63,JYN:,And if they have?,Rogue One
64,JYN:,I'll tell the others.,Rogue One
65,BODHI:,It's just down here.,Rogue One
66,MON MOTHMA:,Let him speak.,Rogue One
67,MON MOTHMA:,I need to speak to Admiral Raddus.,Rogue One
68,SHIELD OFFICER:,Close the field aperture now. Close it!,Rogue One
69,REBEL:,Retreat. Retreat!,Rogue One
70,REBEL:,Okay.,Rogue One
71,MELSHI:,How? Please advise.,Rogue One
72,TONC:,What does it look like? The master switch? Where is it?,Rogue One
73,GOLD PILOT:,How much more can that thing take?,Rogue One
74,ROMODI:,Yes sir.,Rogue One
