,Characters,Dialogue,Movie
1627,LUKE,No.  No.  That's not true!  That's impossible!,Empire Strike Back
1628,VADER,Search your feelings.  You know it to be true.,Empire Strike Back
1629,LUKE,No!  No!  No!,Empire Strike Back
1630,VADER,Luke.  You can destroy the Emperor.He has foreseen this.  It is your destiny.  Join me and together we can rule the galaxy as father and son.  Come with me.  It is the only way.,Empire Strike Back
1640,LUKE,Ben... Ben please!,Empire Strike Back
1642,LUKE,Ben.  Leia!,Empire Strike Back
1644,LUKE,Hear me!  Leia!,Empire Strike Back
1647,LEIA,Luke... We've got to go back.,Empire Strike Back
1649,LANDO,What?,Empire Strike Back
1650,LEIA,I know where Luke is.,Empire Strike Back
1651,LANDO,But what about those fighter?,Empire Strike Back
1653,LEIA,Chewie just do it.,Empire Strike Back
1654,LANDO,But what about Vader?,Empire Strike Back
1656,LANDO,All right all right all right.,Empire Strike Back
1662,VADER,Bring my shuttle.,Empire Strike Back
1669,LANDO,Look someone's up there.,Empire Strike Back
1670,LEIA,It's Luke.  Chewie slow down.Slow down and we'll get under him.Lando open the top hatch.,Empire Strike Back
1676,LEIA,Okay.  Easy Chewie.,Empire Strike Back
1684,LEIA,Lando?,Empire Strike Back
1685,LANDO,Okay let's go.,Empire Strike Back
1691,LUKE,Oh Leia.,Empire Strike Back
1692,LANDO,All right Chewie.  Let's go.,Empire Strike Back
1698,LEIA,I'll be back.,Empire Strike Back
1702,LEIA,Star Destroyer.,Empire Strike Back
1703,LANDO,All right Chewie.  Ready for light-speed.,Empire Strike Back
1704,LEIA,If your people fixed the hyperdrive.,Empire Strike Back
1706,LEIA,All the coordinates are set.It's now or never.,Empire Strike Back
1708,LANDO,Punch it!,Empire Strike Back
1710,LANDO,They told me they fixed it.  I trusted them to fix it.  It's not my fault!,Empire Strike Back
1716,PIETT,They'll be in range of our tractor beam in moments my lord.,Empire Strike Back
1717,VADER,Did your men deactivate the hyperdrive on the Millennium Falcon?,Empire Strike Back
1718,PIETT,Yes my lord.,Empire Strike Back
1719,VADER,Good.  Prepare the boarding party and set your weapons for stun.,Empire Strike Back
1720,PIETT,Yes my lord.,Empire Strike Back
1724,THREEPIO,Noisy brute.  Why don't we just go into light-speed?,Empire Strike Back
1726,THREEPIO,We can't?  How would you know the hyperdrive is deactivated?,Empire Strike Back
1728,THREEPIO,The city's central computer told you?  Artoo-Detoo you know better than to trust a strange computer.Ouch!  Pay attention to what you're doing!,Empire Strike Back
1734,VADER,Luke.,Empire Strike Back
1737,LUKE,Father.,Empire Strike Back
1739,VADER,Son come with me.,Empire Strike Back
1741,LUKE,Ben why didn't you tell me?,Empire Strike Back
1744,LANDO,Chewie!,Empire Strike Back
1749,LUKE,It's Vader.,Empire Strike Back
1751,VADER,Luke... it is your destiny.,Empire Strike Back
1753,LUKE,Ben why didn't you tell me?,Empire Strike Back
1755,PIETT,Alert all commands.  Ready for the tractor beam.,Empire Strike Back
1758,THREEPIO,Artoo come back at once!  You haven't finished with me yet!You don't know how to fix the hyperdrive.  Chewbacca can do it.  I'm standing here in pieces and you're having delusions of grandeur!,Empire Strike Back
1764,THREEPIO,Oh you did it!,Empire Strike Back
1773,LANDO,Luke we're ready for takeoff.,Empire Strike Back
1774,LUKE,Good luck Lando,Empire Strike Back
1775,LANDO,When we find Jabba the Hut and that bounty hunter we'll contact you.,Empire Strike Back
1778,LUKE,I'll meet you at the rendezvous point on Tatooine.,Empire Strike Back
1780,LANDO,Princess we'll find Han.  I promise.,Empire Strike Back
1782,LUKE,Chewie I'll be waiting for your signal.,Empire Strike Back
1784,LUKE,Take care you two.  May the Force be with you.,Empire Strike Back
1786,LUKE,Ow!,Empire Strike Back
