,Country_Residence,Origin,Year,Count
3193,Canada,Mexico,1999,3
3194,Canada,Myanmar,1999,49
3195,Canada,Nicaragua,1999,1
3196,Canada,Nigeria,1999,11
3197,Canada,Pakistan,1999,205
3198,Canada,Romania,1999,2
3199,Canada,Russian Federation,1999,17
3200,Canada,Rwanda,1999,69
3201,Canada,Serbia and Kosovo: S/RES/1244 (1999),1999,384
3202,Canada,Sierra Leone,1999,12
3203,Canada,Slovenia,1999,5
3204,Canada,Somalia,1999,201
3205,Canada,South Africa,1999,17
3206,Canada,Spain,1999,3
3207,Canada,Sri Lanka,1999,23
3208,Canada,Sudan,1999,258
3209,Canada,Sweden,1999,1
3210,Canada,Switzerland,1999,17
3211,Canada,Syrian Arab Rep.,1999,20
3212,Canada,Tajikistan,1999,16
3213,Canada,Thailand,1999,8
3214,Canada,The former Yugoslav Rep. of Macedonia,1999,5
3215,Canada,Togo,1999,10
3216,Canada,Turkey,1999,12
3217,Canada,Uganda,1999,26
3218,Canada,Ukraine,1999,6
3219,Canada,United Arab Emirates,1999,6
3220,Canada,United Kingdom of Great Britain and Northern Ireland,1999,1
3221,Canada,United Rep. of Tanzania,1999,1
3222,Canada,Uzbekistan,1999,18
3223,Canada,Various/unknown,1999,20
3224,Canada,Venezuela (Bolivarian Republic of),1999,3
3225,Canada,Viet Nam,1999,15
3226,Canada,Yemen,1999,3
3227,Canada,Zambia,1999,2
3228,Canada,Zimbabwe,1999,2
3435,Canada,Afghanistan,2000,2236
3436,Canada,Algeria,2000,22
3437,Canada,Bosnia and Herzegovina,2000,664
3438,Canada,Burundi,2000,267
3439,Canada,Colombia,2000,590
3440,Canada,Croatia,2000,483
3441,Canada,Dem. Rep. of the Congo,2000,270
3442,Canada,El Salvador,2000,84
3443,Canada,Eritrea,2000,66
3444,Canada,Ethiopia,2000,497
3445,Canada,Guatemala,2000,29
3446,Canada,India,2000,74
3447,Canada,Iran (Islamic Rep. of),2000,662
3448,Canada,Iraq,2000,1158
3449,Canada,Lebanon,2000,38
3450,Canada,Liberia,2000,29
3451,Canada,Libya,2000,9
3452,Canada,Myanmar,2000,51
3453,Canada,Pakistan,2000,203
3454,Canada,Rwanda,2000,80
3455,Canada,Serbia and Kosovo: S/RES/1244 (1999),2000,4230
3456,Canada,Sierra Leone,2000,227
3457,Canada,Somalia,2000,274
3458,Canada,Sri Lanka,2000,14
3459,Canada,Sudan,2000,971
3460,Canada,Syrian Arab Rep.,2000,115
3461,Canada,Togo,2000,11
3462,Canada,Uganda,2000,11
3463,Canada,Various/unknown,2000,153
3668,Canada,Afghanistan,2001,3124
3669,Canada,Algeria,2001,8
3670,Canada,Angola,2001,13
3671,Canada,Azerbaijan,2001,14
3672,Canada,Belarus,2001,4
3673,Canada,Bhutan,2001,2
3674,Canada,Bosnia and Herzegovina,2001,530
3675,Canada,Burkina Faso,2001,2
3676,Canada,Burundi,2001,243
3677,Canada,Cambodia,2001,2
3678,Canada,Cameroon,2001,11
3679,Canada,Chad,2001,2
3680,Canada,Chile,2001,2
3681,Canada,China,2001,13
3682,Canada,Colombia,2001,820
3683,Canada,Croatia,2001,187
3684,Canada,Cuba,2001,3
3685,Canada,Dem. Rep. of the Congo,2001,428
3686,Canada,Egypt,2001,251
3687,Canada,El Salvador,2001,36
3688,Canada,Eritrea,2001,117
3689,Canada,Ethiopia,2001,475
3690,Canada,France,2001,1
3691,Canada,Georgia,2001,17
3692,Canada,Greece,2001,1
3693,Canada,Guatemala,2001,47
3694,Canada,Guinea-Bissau,2001,1
3695,Canada,Honduras,2001,12
3696,Canada,India,2001,27
3697,Canada,Iran (Islamic Rep. of),2001,895
3698,Canada,Iraq,2001,1131
3699,Canada,Jordan,2001,1
3700,Canada,Kazakhstan,2001,1
3701,Canada,Kenya,2001,3
3702,Canada,Kyrgyzstan,2001,1
3703,Canada,Lebanon,2001,6
3704,Canada,Liberia,2001,32
3705,Canada,Madagascar,2001,2
3706,Canada,Mexico,2001,1
3707,Canada,Myanmar,2001,34
3708,Canada,Pakistan,2001,93
3709,Canada,Russian Federation,2001,52
3710,Canada,Rwanda,2001,72
3711,Canada,Saudi Arabia,2001,1
3712,Canada,Serbia and Kosovo: S/RES/1244 (1999),2001,1538
3713,Canada,Sierra Leone,2001,317
3714,Canada,Somalia,2001,142
3715,Canada,Sri Lanka,2001,24
3716,Canada,Stateless,2001,820
3717,Canada,Sudan,2001,554
3718,Canada,Syrian Arab Rep.,2001,22
3719,Canada,Tajikistan,2001,4
3720,Canada,Thailand,2001,4
3721,Canada,The former Yugoslav Rep. of Macedonia,2001,2
3722,Canada,Togo,2001,31
3723,Canada,Turkey,2001,10
3724,Canada,Uganda,2001,1
3725,Canada,Ukraine,2001,9
3726,Canada,United Kingdom of Great Britain and Northern Ireland,2001,1
3727,Canada,United States of America,2001,2
3728,Canada,Uzbekistan,2001,10
3729,Canada,Various/unknown,2001,31
3730,Canada,Venezuela (Bolivarian Republic of),2001,3
3731,Canada,Viet Nam,2001,1
3732,Canada,Zambia,2001,1
3941,Canada,Afghanistan,2002,2950
3942,Canada,Algeria,2002,13
3943,Canada,Bosnia and Herzegovina,2002,165
3944,Canada,Burundi,2002,248
3945,Canada,Colombia,2002,1208
3946,Canada,Croatia,2002,86
3947,Canada,Dem. Rep. of the Congo,2002,311
3948,Canada,Egypt,2002,306
3949,Canada,El Salvador,2002,12
3950,Canada,Eritrea,2002,87
3951,Canada,Ethiopia,2002,399
3952,Canada,Guatemala,2002,30
3953,Canada,India,2002,131
3954,Canada,Iran (Islamic Rep. of),2002,909
3955,Canada,Iraq,2002,922
3956,Canada,Liberia,2002,35
3957,Canada,Myanmar,2002,66
3958,Canada,Pakistan,2002,64
3959,Canada,Russian Federation,2002,93
3960,Canada,Rwanda,2002,67
3961,Canada,Serbia and Kosovo: S/RES/1244 (1999),2002,57
3962,Canada,Sierra Leone,2002,356
3963,Canada,Somalia,2002,116
3964,Canada,Sri Lanka,2002,55
3965,Canada,Sudan,2002,993
3966,Canada,Togo,2002,29
3967,Canada,Various/unknown,2002,681
4204,Canada,Afghanistan,2003,2789
4205,Canada,Algeria,2003,14
4206,Canada,Angola,2003,10
4207,Canada,Azerbaijan,2003,9
4208,Canada,Belarus,2003,2
4209,Canada,Bosnia and Herzegovina,2003,19
4210,Canada,Burundi,2003,207
4211,Canada,Cambodia,2003,6
4212,Canada,Cameroon,2003,2
4213,Canada,Chad,2003,4
4214,Canada,China,2003,24
4215,Canada,Colombia,2003,1884
4216,Canada,Congo,2003,32
4217,Canada,Croatia,2003,19
4218,Canada,Cuba,2003,4
4219,Canada,Dem. Rep. of the Congo,2003,437
4220,Canada,Ecuador,2003,2
4221,Canada,Egypt,2003,216
4222,Canada,El Salvador,2003,6
4223,Canada,Eritrea,2003,136
4224,Canada,Ethiopia,2003,793
4225,Canada,Guatemala,2003,7
4226,Canada,India,2003,27
4227,Canada,Iran (Islamic Rep. of),2003,595
4228,Canada,Iraq,2003,528
4229,Canada,Jordan,2003,6
4230,Canada,Kenya,2003,3
4231,Canada,Lebanon,2003,2
4232,Canada,Liberia,2003,126
4233,Canada,Myanmar,2003,204
4234,Canada,Nigeria,2003,3
4235,Canada,Pakistan,2003,144
4236,Canada,Palestinian,2003,5
4237,Canada,Philippines,2003,2
4238,Canada,Rep. of Moldova,2003,5
4239,Canada,Romania,2003,2
4240,Canada,Russian Federation,2003,128
4241,Canada,Rwanda,2003,144
4242,Canada,Serbia and Kosovo: S/RES/1244 (1999),2003,55
4243,Canada,Sierra Leone,2003,339
4244,Canada,Somalia,2003,211
4245,Canada,Sri Lanka,2003,44
4246,Canada,Stateless,2003,106
4247,Canada,Sudan,2003,1349
4248,Canada,Syrian Arab Rep.,2003,4
4249,Canada,The former Yugoslav Rep. of Macedonia,2003,4
4250,Canada,Togo,2003,19
4251,Canada,Turkey,2003,8
4252,Canada,Uganda,2003,7
4253,Canada,Ukraine,2003,5
4254,Canada,Uzbekistan,2003,24
4255,Canada,Various/unknown,2003,2
4256,Canada,Zimbabwe,2003,8
4509,Canada,Afghanistan,2004,2116
4510,Canada,Angola,2004,10
4511,Canada,Azerbaijan,2004,24
4512,Canada,Bosnia and Herzegovina,2004,11
4513,Canada,Burundi,2004,219
4514,Canada,China,2004,21
4515,Canada,Colombia,2004,1517
4516,Canada,Congo,2004,55
4517,Canada,Croatia,2004,13
4518,Canada,Dem. Rep. of the Congo,2004,531
4519,Canada,Egypt,2004,85
4520,Canada,Eritrea,2004,279
4521,Canada,Ethiopia,2004,785
4522,Canada,India,2004,32
4523,Canada,Indonesia,2004,106
4524,Canada,Iran (Islamic Rep. of),2004,510
4525,Canada,Iraq,2004,721
4526,Canada,Israel,2004,16
4527,Canada,Kyrgyzstan,2004,81
4528,Canada,Liberia,2004,383
4529,Canada,Myanmar,2004,125
4530,Canada,Pakistan,2004,156
4531,Canada,Russian Federation,2004,104
4532,Canada,Rwanda,2004,148
4533,Canada,Serbia and Kosovo: S/RES/1244 (1999),2004,51
4534,Canada,Sierra Leone,2004,280
4535,Canada,Somalia,2004,563
4536,Canada,Sri Lanka,2004,46
4537,Canada,Sudan,2004,1305
4538,Canada,Syrian Arab Rep.,2004,10
4539,Canada,Togo,2004,33
4540,Canada,Uganda,2004,11
4541,Canada,Uzbekistan,2004,25
4542,Canada,Various/unknown,2004,149
4827,Canada,Afghanistan,2005,2808
4828,Canada,Albania,2005,3
4829,Canada,Angola,2005,8
4830,Canada,Armenia,2005,3
4831,Canada,Australia,2005,1
4832,Canada,Azerbaijan,2005,60
4833,Canada,Bangladesh,2005,1
4834,Canada,Belarus,2005,1
4835,Canada,Bosnia and Herzegovina,2005,8
4836,Canada,Burkina Faso,2005,1
4837,Canada,Burundi,2005,277
4838,Canada,Côte d'Ivoire,2005,6
4839,Canada,Cameroon,2005,11
4840,Canada,Central African Rep.,2005,14
4841,Canada,Chad,2005,7
4842,Canada,China,2005,19
4843,Canada,Colombia,2005,1649
4844,Canada,Congo,2005,47
4845,Canada,Croatia,2005,1
4846,Canada,Cuba,2005,6
4847,Canada,Dem. Rep. of the Congo,2005,482
4848,Canada,Ecuador,2005,5
4849,Canada,Egypt,2005,17
4850,Canada,Eritrea,2005,298
4851,Canada,Ethiopia,2005,784
4852,Canada,Gabon,2005,1
4853,Canada,Georgia,2005,24
4854,Canada,Ghana,2005,1
4855,Canada,Guinea,2005,1
4856,Canada,Haiti,2005,12
4857,Canada,India,2005,19
4858,Canada,Indonesia,2005,46
4859,Canada,Iran (Islamic Rep. of),2005,260
4860,Canada,Iraq,2005,517
4861,Canada,Israel,2005,6
4862,Canada,Jamaica,2005,4
4863,Canada,Jordan,2005,6
4864,Canada,Kazakhstan,2005,10
4865,Canada,Kenya,2005,3
4866,Canada,Kyrgyzstan,2005,31
4867,Canada,Lebanon,2005,6
4868,Canada,Liberia,2005,533
4869,Canada,Libya,2005,1
4870,Canada,Malawi,2005,1
4871,Canada,Malaysia,2005,8
4872,Canada,Mauritania,2005,14
4873,Canada,Myanmar,2005,90
4874,Canada,Nepal,2005,2
4875,Canada,Pakistan,2005,121
4876,Canada,Palestinian,2005,1
4877,Canada,Poland,2005,1
4878,Canada,Rep. of Moldova,2005,1
4879,Canada,Russian Federation,2005,95
4880,Canada,Rwanda,2005,136
4881,Canada,Senegal,2005,2
4882,Canada,Serbia and Kosovo: S/RES/1244 (1999),2005,44
4883,Canada,Sierra Leone,2005,105
4884,Canada,Somalia,2005,485
4885,Canada,Sri Lanka,2005,26
4886,Canada,Stateless,2005,35
4887,Canada,Sudan,2005,916
4888,Canada,Syrian Arab Rep.,2005,6
4889,Canada,Tajikistan,2005,68
4890,Canada,Togo,2005,1
4891,Canada,Turkey,2005,3
4892,Canada,Turkmenistan,2005,29
4893,Canada,Uganda,2005,17
4894,Canada,Ukraine,2005,10
4895,Canada,United Kingdom of Great Britain and Northern Ireland,2005,2
4896,Canada,United Rep. of Tanzania,2005,1
4897,Canada,United States of America,2005,1
4898,Canada,Uzbekistan,2005,104
4899,Canada,Various/unknown,2005,1
4900,Canada,Venezuela (Bolivarian Republic of),2005,8
4901,Canada,Viet Nam,2005,57
4902,Canada,Yemen,2005,8
4903,Canada,Zambia,2005,1
4904,Canada,Zimbabwe,2005,2
5163,Canada,Afghanistan,2006,2277
5164,Canada,Algeria,2006,3
5165,Canada,Angola,2006,16
5166,Canada,Argentina,2006,1
5167,Canada,Azerbaijan,2006,12
5168,Canada,Belarus,2006,1
5169,Canada,Benin,2006,1
5170,Canada,Bhutan,2006,9
5171,Canada,Bosnia and Herzegovina,2006,7
5172,Canada,Brazil,2006,1
5173,Canada,Burundi,2006,208
5174,Canada,Côte d'Ivoire,2006,4
5175,Canada,Cameroon,2006,5
5176,Canada,Central African Rep.,2006,6
5177,Canada,Chad,2006,10
5178,Canada,China,2006,27
5179,Canada,Colombia,2006,1929
5180,Canada,Congo,2006,32
5181,Canada,Costa Rica,2006,2
5182,Canada,Cuba,2006,4
5183,Canada,Dem. Rep. of the Congo,2006,561
5184,Canada,Djibouti,2006,1
5185,Canada,Ecuador,2006,5
5186,Canada,Egypt,2006,6
5187,Canada,Eritrea,2006,371
5188,Canada,Ethiopia,2006,1049
5189,Canada,France,2006,1
5190,Canada,Gambia,2006,7
5191,Canada,Georgia,2006,2
5192,Canada,Ghana,2006,3
5193,Canada,Guatemala,2006,2
5194,Canada,Guinea,2006,1
5195,Canada,Haiti,2006,21
5196,Canada,India,2006,18
5197,Canada,Indonesia,2006,10
5198,Canada,Iran (Islamic Rep. of),2006,407
5199,Canada,Iraq,2006,361
5200,Canada,Jordan,2006,3
5201,Canada,Kenya,2006,2
5202,Canada,Kyrgyzstan,2006,12
5203,Canada,Lebanon,2006,3
5204,Canada,Liberia,2006,298
5205,Canada,Malaysia,2006,3
5206,Canada,Mali,2006,1
5207,Canada,Mauritania,2006,43
5208,Canada,Myanmar,2006,806
5209,Canada,Nepal,2006,4
5210,Canada,Nigeria,2006,9
5211,Canada,Pakistan,2006,139
5212,Canada,Palestinian,2006,7
5213,Canada,Philippines,2006,3
5214,Canada,Russian Federation,2006,129
5215,Canada,Rwanda,2006,121
5216,Canada,Saudi Arabia,2006,2
5217,Canada,Serbia and Kosovo: S/RES/1244 (1999),2006,61
5218,Canada,Sierra Leone,2006,87
5219,Canada,Somalia,2006,480
5220,Canada,Sri Lanka,2006,55
5221,Canada,Stateless,2006,71
5222,Canada,Sudan,2006,692
5223,Canada,Syrian Arab Rep.,2006,21
5224,Canada,Tajikistan,2006,29
5225,Canada,Thailand,2006,3
5226,Canada,Togo,2006,3
5227,Canada,Tunisia,2006,7
5228,Canada,Turkey,2006,3
5229,Canada,Turkmenistan,2006,10
5230,Canada,Uganda,2006,19
5231,Canada,Ukraine,2006,9
5232,Canada,United Rep. of Tanzania,2006,9
5233,Canada,United States of America,2006,1
5234,Canada,Uzbekistan,2006,66
5235,Canada,Venezuela (Bolivarian Republic of),2006,2
5236,Canada,Viet Nam,2006,44
5237,Canada,Yemen,2006,1
5238,Canada,Zambia,2006,3
5239,Canada,Zimbabwe,2006,9
5514,Canada,Afghanistan,2007,2044
5515,Canada,Azerbaijan,2007,8
5516,Canada,Belarus,2007,7
5517,Canada,Bosnia and Herzegovina,2007,7
5518,Canada,Burundi,2007,284
5519,Canada,Côte d'Ivoire,2007,11
5520,Canada,Cameroon,2007,9
5521,Canada,Central African Rep.,2007,6
5522,Canada,Chad,2007,15
5523,Canada,China,2007,18
5524,Canada,Colombia,2007,1651
5525,Canada,Congo,2007,30
5526,Canada,Cuba,2007,7
5527,Canada,Dem. Rep. of the Congo,2007,626
5528,Canada,Ecuador,2007,14
5529,Canada,Eritrea,2007,455
5530,Canada,Ethiopia,2007,742
5531,Canada,Ghana,2007,7
5532,Canada,Guatemala,2007,19
5533,Canada,India,2007,12
5534,Canada,Iran (Islamic Rep. of),2007,326
5535,Canada,Iraq,2007,983
5536,Canada,Kazakhstan,2007,22
5537,Canada,Liberia,2007,101
5538,Canada,Madagascar,2007,14
5539,Canada,Myanmar,2007,1786
5540,Canada,Nigeria,2007,24
5541,Canada,Pakistan,2007,82
5542,Canada,Russian Federation,2007,71
5543,Canada,Rwanda,2007,166
5544,Canada,Serbia and Kosovo: S/RES/1244 (1999),2007,128
5545,Canada,Sierra Leone,2007,31
5546,Canada,Somalia,2007,665
5547,Canada,Sri Lanka,2007,44
5548,Canada,Sudan,2007,385
5549,Canada,Syrian Arab Rep.,2007,11
5550,Canada,Tajikistan,2007,11
5551,Canada,Togo,2007,35
5552,Canada,Turkmenistan,2007,12
5553,Canada,Uganda,2007,20
5554,Canada,Ukraine,2007,10
5555,Canada,Uzbekistan,2007,44
5556,Canada,Various/unknown,2007,134
5557,Canada,Viet Nam,2007,72
5558,Canada,Zimbabwe,2007,6
5840,Canada,Afghanistan,2008,1420
5841,Canada,Azerbaijan,2008,6
5842,Canada,Bhutan,2008,31
5843,Canada,Bosnia and Herzegovina,2008,8
5844,Canada,Burundi,2008,162
5845,Canada,Côte d'Ivoire,2008,8
5846,Canada,Cameroon,2008,6
5847,Canada,Central African Rep.,2008,8
5848,Canada,China,2008,7
5849,Canada,Colombia,2008,1667
5850,Canada,Congo,2008,25
5851,Canada,Dem. Rep. of the Congo,2008,728
5852,Canada,Ecuador,2008,20
5853,Canada,Egypt,2008,14
5854,Canada,El Salvador,2008,6
5855,Canada,Eritrea,2008,570
5856,Canada,Ethiopia,2008,875
5857,Canada,India,2008,7
5858,Canada,Iran (Islamic Rep. of),2008,361
5859,Canada,Iraq,2008,2134
5860,Canada,Liberia,2008,48
5861,Canada,Malaysia,2008,10
5862,Canada,Mauritania,2008,51
5863,Canada,Myanmar,2008,880
5864,Canada,Nepal,2008,10
5865,Canada,Pakistan,2008,73
5866,Canada,Palestinian,2008,6
5867,Canada,Russian Federation,2008,32
5868,Canada,Rwanda,2008,146
5869,Canada,Serbia and Kosovo: S/RES/1244 (1999),2008,105
5870,Canada,Sierra Leone,2008,17
5871,Canada,Somalia,2008,672
5872,Canada,Sri Lanka,2008,55
5873,Canada,Stateless,2008,33
5874,Canada,Sudan,2008,305
5875,Canada,Syrian Arab Rep.,2008,7
5876,Canada,Thailand,2008,6
5877,Canada,Togo,2008,136
5878,Canada,Uganda,2008,37
5879,Canada,Uzbekistan,2008,19
5880,Canada,Various/unknown,2008,75
5881,Canada,Viet Nam,2008,12
5882,Canada,Zimbabwe,2008,6
6165,Canada,Afghanistan,2009,974
6166,Canada,Algeria,2009,9
6167,Canada,Bhutan,2009,859
6168,Canada,Burundi,2009,196
6169,Canada,Côte d'Ivoire,2009,10
6170,Canada,China,2009,15
6171,Canada,Colombia,2009,888
6172,Canada,Congo,2009,14
6173,Canada,Cuba,2009,8
6174,Canada,Dem. Rep. of the Congo,2009,856
6175,Canada,Djibouti,2009,6
6176,Canada,Ecuador,2009,46
6177,Canada,Eritrea,2009,649
6178,Canada,Ethiopia,2009,644
6179,Canada,Guinea,2009,8
6180,Canada,India,2009,14
6181,Canada,Iran (Islamic Rep. of),2009,327
6182,Canada,Iraq,2009,4012
6183,Canada,Kenya,2009,11
6184,Canada,Lebanon,2009,5
6185,Canada,Liberia,2009,66
6186,Canada,Mauritania,2009,11
6187,Canada,Myanmar,2009,1054
6188,Canada,Nigeria,2009,33
6189,Canada,Pakistan,2009,45
6190,Canada,Palestinian,2009,29
6191,Canada,Russian Federation,2009,25
6192,Canada,Rwanda,2009,100
6193,Canada,Serbia and Kosovo: S/RES/1244 (1999),2009,57
6194,Canada,Sierra Leone,2009,8
6195,Canada,Somalia,2009,888
6196,Canada,Sri Lanka,2009,77
6197,Canada,Sudan,2009,175
6198,Canada,Syrian Arab Rep.,2009,7
6199,Canada,Tajikistan,2009,6
6200,Canada,Thailand,2009,5
6201,Canada,Togo,2009,131
6202,Canada,Ukraine,2009,6
6203,Canada,United Arab Emirates,2009,5
6204,Canada,Uzbekistan,2009,11
6205,Canada,Various/unknown,2009,134
6206,Canada,Viet Nam,2009,33
6511,Canada,Afghanistan,2010,1131
6512,Canada,Angola,2010,6
6513,Canada,Armenia,2010,5
6514,Canada,Bangladesh,2010,7
6515,Canada,Benin,2010,1
6516,Canada,Bhutan,2010,1452
6517,Canada,Bosnia and Herzegovina,2010,1
6518,Canada,Burundi,2010,90
6519,Canada,Chad,2010,1
6520,Canada,China,2010,7
6521,Canada,Colombia,2010,376
6522,Canada,Congo,2010,2
6523,Canada,Costa Rica,2010,1
6524,Canada,Cuba,2010,1
6525,Canada,Dem. Rep. of the Congo,2010,574
6526,Canada,Ecuador,2010,21
6527,Canada,Egypt,2010,14
6528,Canada,El Salvador,2010,4
6529,Canada,Eritrea,2010,561
6530,Canada,Ethiopia,2010,753
6531,Canada,Ghana,2010,1
6532,Canada,Greece,2010,10
6533,Canada,Guinea,2010,2
6534,Canada,India,2010,20
6535,Canada,Indonesia,2010,1
6536,Canada,Iran (Islamic Rep. of),2010,321
6537,Canada,Iraq,2010,4041
6538,Canada,Israel,2010,2
6539,Canada,Jamaica,2010,10
6540,Canada,Jordan,2010,3
6541,Canada,Kenya,2010,4
6542,Canada,Lao People's Dem. Rep.,2010,27
6543,Canada,Lebanon,2010,3
6544,Canada,Liberia,2010,125
6545,Canada,Mauritania,2010,5
6546,Canada,Mexico,2010,1
6547,Canada,Montenegro,2010,4
6548,Canada,Morocco,2010,3
6549,Canada,Myanmar,2010,439
6550,Canada,Nepal,2010,4
6551,Canada,Nigeria,2010,19
6552,Canada,Pakistan,2010,66
6553,Canada,Palestinian,2010,37
6554,Canada,Philippines,2010,1
6555,Canada,Russian Federation,2010,24
6556,Canada,Rwanda,2010,64
6557,Canada,Saudi Arabia,2010,3
6558,Canada,Serbia and Kosovo: S/RES/1244 (1999),2010,22
6559,Canada,Sierra Leone,2010,1
6560,Canada,Somalia,2010,1153
6561,Canada,South Africa,2010,6
6562,Canada,Sri Lanka,2010,93
6563,Canada,Stateless,2010,114
6564,Canada,Sudan,2010,262
6565,Canada,Sweden,2010,1
6566,Canada,Syrian Arab Rep.,2010,20
6567,Canada,Thailand,2010,1
6568,Canada,Togo,2010,31
6569,Canada,Turkmenistan,2010,2
6570,Canada,Uganda,2010,12
6571,Canada,Ukraine,2010,5
6572,Canada,United Arab Emirates,2010,1
6573,Canada,United Kingdom of Great Britain and Northern Ireland,2010,2
6574,Canada,United Rep. of Tanzania,2010,1
6575,Canada,United States of America,2010,6
6576,Canada,Uzbekistan,2010,87
6577,Canada,Venezuela (Bolivarian Republic of),2010,1
6578,Canada,Viet Nam,2010,24
6579,Canada,Yemen,2010,4
6580,Canada,Zimbabwe,2010,1
6852,Canada,Afghanistan,2011,1101
6853,Canada,Armenia,2011,1
6854,Canada,Azerbaijan,2011,1
6855,Canada,Benin,2011,7
6856,Canada,Bhutan,2011,1875
6857,Canada,Bosnia and Herzegovina,2011,1
6858,Canada,Burundi,2011,82
6859,Canada,Côte d'Ivoire,2011,61
6860,Canada,Cameroon,2011,4
6861,Canada,Chad,2011,10
6862,Canada,China,2011,18
6863,Canada,Colombia,2011,389
6864,Canada,Congo,2011,17
6865,Canada,Dem. Rep. of the Congo,2011,428
6866,Canada,Djibouti,2011,5
6867,Canada,Ecuador,2011,19
6868,Canada,Egypt,2011,6
6869,Canada,Equatorial Guinea,2011,1
6870,Canada,Eritrea,2011,770
6871,Canada,Ethiopia,2011,910
6872,Canada,Guatemala,2011,20
6873,Canada,Guinea,2011,1
6874,Canada,Haiti,2011,2
6875,Canada,India,2011,39
6876,Canada,Iran (Islamic Rep. of),2011,469
6877,Canada,Iraq,2011,4543
6878,Canada,Ireland,2011,1
6879,Canada,Israel,2011,1
6880,Canada,Jordan,2011,6
6881,Canada,Kenya,2011,13
6882,Canada,Lebanon,2011,11
6883,Canada,Liberia,2011,71
6884,Canada,Libya,2011,2
6885,Canada,Malaysia,2011,2
6886,Canada,Myanmar,2011,288
6887,Canada,Nepal,2011,5
6888,Canada,Pakistan,2011,83
6889,Canada,Palestinian,2011,32
6890,Canada,Russian Federation,2011,18
6891,Canada,Rwanda,2011,85
6892,Canada,Saudi Arabia,2011,1
6893,Canada,Serbia and Kosovo: S/RES/1244 (1999),2011,39
6894,Canada,Sierra Leone,2011,20
6895,Canada,Somalia,2011,1005
6896,Canada,South Africa,2011,1
6897,Canada,Sri Lanka,2011,67
6898,Canada,Stateless,2011,85
6899,Canada,Sudan,2011,125
6900,Canada,Syrian Arab Rep.,2011,16
6901,Canada,Thailand,2011,6
6902,Canada,Togo,2011,22
6903,Canada,Tunisia,2011,2
6904,Canada,Turkey,2011,4
6905,Canada,Uganda,2011,5
6906,Canada,Ukraine,2011,4
6907,Canada,United Rep. of Tanzania,2011,7
6908,Canada,United States of America,2011,1
6909,Canada,Uzbekistan,2011,36
6910,Canada,Venezuela (Bolivarian Republic of),2011,1
6911,Canada,Viet Nam,2011,75
6912,Canada,Yemen,2011,9
7200,Canada,Afghanistan,2012,1195
7201,Canada,Angola,2012,25
7202,Canada,Azerbaijan,2012,5
7203,Canada,Bangladesh,2012,2
7204,Canada,Bhutan,2012,1060
7205,Canada,Botswana,2012,5
7206,Canada,Burundi,2012,110
7207,Canada,Côte d'Ivoire,2012,17
7208,Canada,Cambodia,2012,1
7209,Canada,Cameroon,2012,6
7210,Canada,Central African Rep.,2012,9
7211,Canada,Chad,2012,8
7212,Canada,China,2012,6
7213,Canada,"China, Hong Kong SAR",2012,1
7214,Canada,Colombia,2012,197
7215,Canada,Comoros,2012,1
7216,Canada,Congo,2012,27
7217,Canada,Costa Rica,2012,1
7218,Canada,Cuba,2012,8
7219,Canada,Dem. Rep. of the Congo,2012,703
7220,Canada,Djibouti,2012,1
7221,Canada,Ecuador,2012,15
7222,Canada,Egypt,2012,9
7223,Canada,El Salvador,2012,4
7224,Canada,Equatorial Guinea,2012,2
7225,Canada,Eritrea,2012,866
7226,Canada,Ethiopia,2012,745
7227,Canada,Georgia,2012,1
7228,Canada,Ghana,2012,4
7229,Canada,Greece,2012,1
7230,Canada,Guatemala,2012,11
7231,Canada,Guinea,2012,2
7232,Canada,Haiti,2012,5
7233,Canada,India,2012,10
7234,Canada,Iran (Islamic Rep. of),2012,528
7235,Canada,Iraq,2012,2242
7236,Canada,Israel,2012,5
7237,Canada,Jordan,2012,1
7238,Canada,Kenya,2012,16
7239,Canada,Lebanon,2012,8
7240,Canada,Liberia,2012,11
7241,Canada,Malawi,2012,1
7242,Canada,Mali,2012,1
7243,Canada,Mauritania,2012,7
7244,Canada,Mexico,2012,1
7245,Canada,Morocco,2012,4
7246,Canada,Myanmar,2012,129
7247,Canada,Nepal,2012,9
7248,Canada,Nigeria,2012,2
7249,Canada,Pakistan,2012,86
7250,Canada,Palestinian,2012,25
7251,Canada,Qatar,2012,1
7252,Canada,Romania,2012,1
7253,Canada,Russian Federation,2012,15
7254,Canada,Rwanda,2012,113
7255,Canada,Saudi Arabia,2012,4
7256,Canada,Serbia and Kosovo: S/RES/1244 (1999),2012,3
7257,Canada,Sierra Leone,2012,18
7258,Canada,Somalia,2012,1074
7259,Canada,Sri Lanka,2012,31
7260,Canada,Stateless,2012,36
7261,Canada,Sudan,2012,61
7262,Canada,Syrian Arab Rep.,2012,29
7263,Canada,Thailand,2012,4
7264,Canada,Togo,2012,9
7265,Canada,Turkey,2012,8
7266,Canada,Turkmenistan,2012,6
7267,Canada,Uganda,2012,21
7268,Canada,Ukraine,2012,8
7269,Canada,United Rep. of Tanzania,2012,1
7270,Canada,United States of America,2012,1
7271,Canada,Uzbekistan,2012,14
7272,Canada,Various/unknown,2012,4
7273,Canada,Viet Nam,2012,3
7274,Canada,Yemen,2012,1
7275,Canada,Zimbabwe,2012,19
7570,Canada,Afghanistan,2013,1072
