,Award Year,Theme,Funding Org:Name,Recipient Org:Name,Amount Awarded
12192,2005,Sports,The Big Lottery Fund,1st Long Sutton Rainbow Guides,500.0
12193,2005,Sports,The Big Lottery Fund,1st Long Sutton Scout Group,5000.0
12194,2005,Sports,The Big Lottery Fund,1st New Longton Scout Group,5000.0
12195,2005,Sports,The Big Lottery Fund,2434 Air Training Corps Squadron (Church Fenton),4670.0
12196,2005,Sports,The Big Lottery Fund,2nd Thame Brownies,570.0
12197,2005,Sports,The Big Lottery Fund,37th Sunderland (Roker Methodist) Brownies,900.0
12198,2005,Sports,The Big Lottery Fund,50's+ Actitivty Group,1875.0
12199,2005,Sports,The Big Lottery Fund,50th (St Helens) Glasgow Scout Group,3298.0
12200,2005,Sports,The Big Lottery Fund,ADT College,4547.0
12201,2005,Sports,The Big Lottery Fund,ASCAT,4831.0
12202,2005,Sports,The Big Lottery Fund,Abbey Junior School,4100.0
12203,2005,Sports,The Big Lottery Fund,Abbots Langley Cricket Club,4448.0
12204,2005,Sports,The Big Lottery Fund,Aberdeen City Council - Community Education Service,1327765.0
12205,2005,Sports,The Big Lottery Fund,"Aberdeen City Council - Education, Culture and Sport",9159.0
12206,2005,Sports,The Big Lottery Fund,Aberdeenshire Council Education Department,65273.0
12207,2005,Sports,The Big Lottery Fund,Aberdeenshire Disability Sport (ADS),2684.0
12208,2005,Sports,The Big Lottery Fund,Ability Sports,4624.0
12209,2005,Sports,The Big Lottery Fund,Abronhill Bowling Club,1618.0
12210,2005,Sports,The Big Lottery Fund,Abronhill Regeneration Forum,181000.0
12211,2005,Sports,The Big Lottery Fund,Access Sports and Play,4990.0
12212,2005,Sports,The Big Lottery Fund,Action for Blind People,620.0
12213,2005,Sports,The Big Lottery Fund,Active Planet Ltd,4967.0
12214,2005,Sports,The Big Lottery Fund,Affinity Trust,5000.0
12215,2005,Sports,The Big Lottery Fund,Africa Audio-Visual Library,4980.0
12216,2005,Sports,The Big Lottery Fund,Age UK Hull,4360.0
12217,2005,Sports,The Big Lottery Fund,Aintree Ladies Hockey Club,1340.0
12218,2005,Sports,The Big Lottery Fund,Air Training Corps No 0865 Portlethen Squadron Non-Public Sports & Welfare Funds,3455.0
12219,2005,Sports,The Big Lottery Fund,Aireville School,151920.0
12220,2005,Sports,The Big Lottery Fund,Albany Park Junior Football Club,4750.0
12221,2005,Sports,The Big Lottery Fund,Albion Sports Juniors,5000.0
12222,2005,Sports,The Big Lottery Fund,Aldeburgh Community and Sports Trust,70000.0
12223,2005,Sports,The Big Lottery Fund,Alderman Jackson Special School,2939.0
12224,2005,Sports,The Big Lottery Fund,Alice Ingham RC Primary School,3640.0
12225,2005,Sports,The Big Lottery Fund,All Saints Community Development Company,98107.0
12226,2005,Sports,The Big Lottery Fund,All Saints Residents Association,500.0
12227,2005,Sports,The Big Lottery Fund,All Stars Youth Club Limited,5000.0
12228,2005,Sports,The Big Lottery Fund,Allendale Sports Club,3350.0
12229,2005,Sports,The Big Lottery Fund,Allonby Primary School,4534.0
12230,2005,Sports,The Big Lottery Fund,Amac Sport (South West) Ltd,5000.0
12231,2005,Sports,The Big Lottery Fund,Ambassadors Football Limited,2607.0
12232,2005,Sports,The Big Lottery Fund,Amlwch Youth Sports and Health Project,3371.0
12233,2005,Sports,The Big Lottery Fund,Ancrum Amateur Football Club,3000.0
12234,2005,Sports,The Big Lottery Fund,Andover Young Carers Project,4426.0
12235,2005,Sports,The Big Lottery Fund,Angus Council,40000.0
12236,2005,Sports,The Big Lottery Fund,Annandale Sailing Club,5000.0
12237,2005,Sports,The Big Lottery Fund,Ansford Community School,4050.0
12238,2005,Sports,The Big Lottery Fund,Ansley Sports Cricket Club,5000.0
12239,2005,Sports,The Big Lottery Fund,Antrim Borough Council,177606.0
12240,2005,Sports,The Big Lottery Fund,Arden School,5000.0
12241,2005,Sports,The Big Lottery Fund,Ardoyne Youth Club,1735.0
12242,2005,Sports,The Big Lottery Fund,Argyll and Bute Council,268500.0
12243,2005,Sports,The Big Lottery Fund,Armadale Sports Club,5000.0
12244,2005,Sports,The Big Lottery Fund,Armagh City and District Council,784269.0
12245,2005,Sports,The Big Lottery Fund,Ash to Adderley Project,59025.0
12246,2005,Sports,The Big Lottery Fund,Ashby Woulds Youth Centre,5000.0
12247,2005,Sports,The Big Lottery Fund,Ashford & District Primary School Sports Association,4425.0
12248,2005,Sports,The Big Lottery Fund,Ashton-Under-Lyne Rifle Club,3790.0
12249,2005,Sports,The Big Lottery Fund,Ashurst Recreation Ground Committee,5000.0
12250,2005,Sports,The Big Lottery Fund,Asian Sports Mela Steering Group,5000.0
12251,2005,Sports,The Big Lottery Fund,Association of Yorkshire Deaf Football,992.0
12252,2005,Sports,The Big Lottery Fund,Aston Manor Cricket Club,5000.0
12253,2005,Sports,The Big Lottery Fund,Aston on Trent Cricket Club,4900.0
12254,2005,Sports,The Big Lottery Fund,Attleborough Sports JFC,5000.0
12255,2005,Sports,The Big Lottery Fund,Aussie Rules UK,5000.0
12256,2005,Sports,The Big Lottery Fund,Aviary Residents Association,3600.0
12257,2005,Sports,The Big Lottery Fund,Avon County Rowing Club,5000.0
12258,2005,Sports,The Big Lottery Fund,Aylesford School - Sports College,63513.0
12259,2005,Sports,The Big Lottery Fund,Ayrshire Flyers Speed Skating Club,808.0
12260,2005,Sports,The Big Lottery Fund,Ayton and District Bowling Club,5000.0
12261,2005,Sports,The Big Lottery Fund,BDCA,3904.0
12262,2005,Sports,The Big Lottery Fund,Bacup St Saviour's Community Primary school,4000.0
12263,2005,Sports,The Big Lottery Fund,Baines Endowed Church Of England Primary School,3188.0
12264,2005,Sports,The Big Lottery Fund,Balby Carr Community Sports College,151777.0
12265,2005,Sports,The Big Lottery Fund,Ballylifford Primary School,3101.0
12266,2005,Sports,The Big Lottery Fund,Ballymena Borough Council,283255.0
12267,2005,Sports,The Big Lottery Fund,Banbridge Distict Council,29918.0
12268,2005,Sports,The Big Lottery Fund,Banbury Wrestling Club,5000.0
12269,2005,Sports,The Big Lottery Fund,Bank Youth Project,5000.0
12270,2005,Sports,The Big Lottery Fund,Bankside Court Resident's Association,3966.0
12271,2005,Sports,The Big Lottery Fund,Barden Community Infant School,5000.0
12272,2005,Sports,The Big Lottery Fund,Barking Abbey School (Sports College),5000.0
12273,2005,Sports,The Big Lottery Fund,Barlaston Hockey Club,3420.0
12274,2005,Sports,The Big Lottery Fund,Barlby High School,93897.0
12275,2005,Sports,The Big Lottery Fund,Barlby Raiders Football Club,5000.0
12276,2005,Sports,The Big Lottery Fund,Barlow Moor Community Association,4867.0
12277,2005,Sports,The Big Lottery Fund,Barnsley Metropolitan Borough Council,93091.0
12278,2005,Sports,The Big Lottery Fund,Barnsley Refugee Support Group,5000.0
12279,2005,Sports,The Big Lottery Fund,Barnsley Sport Forum,5000.0
12280,2005,Sports,The Big Lottery Fund,Barrow Junior Basketball Club,4970.0
12281,2005,Sports,The Big Lottery Fund,Barton Sub Aqua Club,4603.0
12282,2005,Sports,The Big Lottery Fund,Bassingbourn Youth FC,650.0
12283,2005,Sports,The Big Lottery Fund,Batchley Support Group Redditch Communities,126253.0
12284,2005,Sports,The Big Lottery Fund,Batemoor & Jordan Thorpe Community Association,2879.0
12285,2005,Sports,The Big Lottery Fund,Bath Ladies Boat Club & City Of Bath Rowing Club,4000.0
12286,2005,Sports,The Big Lottery Fund,Bawtry Action for Recreation and Sports,5000.0
12287,2005,Sports,The Big Lottery Fund,Beamish & East Stanley Sports Football Club,4380.0
12288,2005,Sports,The Big Lottery Fund,Beanfield Infant School,4680.0
12289,2005,Sports,The Big Lottery Fund,Beaudesert Sports Field And Recreation Ground Trust,24350.0
12290,2005,Sports,The Big Lottery Fund,Beaufort Park Primary School,5000.0
12291,2005,Sports,The Big Lottery Fund,Beckfoot School,94935.0
12292,2005,Sports,The Big Lottery Fund,Beckmead School,4661.0
12293,2005,Sports,The Big Lottery Fund,Bedfordshire and Luton Education Business Partnership,5000.0
12294,2005,Sports,The Big Lottery Fund,Bedfordshire and Luton Mind,5000.0
12295,2005,Sports,The Big Lottery Fund,Beechfield Youth Club,1033.0
12296,2005,Sports,The Big Lottery Fund,Belfairs High School,4822.0
12297,2005,Sports,The Big Lottery Fund,Belfast Education and Library Board (BELB),1827702.0
12298,2005,Sports,The Big Lottery Fund,"Belle Vue Community, Sports & Youth Centre Limited",4400.0
12299,2005,Sports,The Big Lottery Fund,Bellshill Sharks Amateur Swimming Club,5000.0
12300,2005,Sports,The Big Lottery Fund,Belton Playing Field Association,4000.0
12301,2005,Sports,The Big Lottery Fund,Bennett Memorial Diocesan School,3048.0
12302,2005,Sports,The Big Lottery Fund,Benwell Homing Society,5000.0
12303,2005,Sports,The Big Lottery Fund,Beverley Rugby Union Football Club,5000.0
12304,2005,Sports,The Big Lottery Fund,Bexhill Rowing Club,4945.0
12305,2005,Sports,The Big Lottery Fund,Bexhill Young Peoples Services,138447.0
12306,2005,Sports,The Big Lottery Fund,Bhagwan Valmik Sabha Bedford,3200.0
12307,2005,Sports,The Big Lottery Fund,Bidborough Parish Council,5000.0
12308,2005,Sports,The Big Lottery Fund,Biddenham Upper School and Specialist Sports College,265609.0
12309,2005,Sports,The Big Lottery Fund,Biddulph High School,208890.0
12310,2005,Sports,The Big Lottery Fund,Bingham Sub Aqua Club,5000.0
12311,2005,Sports,The Big Lottery Fund,Bingley Grammar School,5000.0
12312,2005,Sports,The Big Lottery Fund,Birks Holt Sports Club,3350.0
12313,2005,Sports,The Big Lottery Fund,Birmingham City Council,3410044.0
12314,2005,Sports,The Big Lottery Fund,Birmingham Community Wrestling Club,4431.0
12315,2005,Sports,The Big Lottery Fund,Birmingham Federation Of Clubs For Young People,4680.0
12316,2005,Sports,The Big Lottery Fund,Birmingham Sports & Social Club for the Visually Handicapped,5000.0
12317,2005,Sports,The Big Lottery Fund,Bishop Auckland Amateur Boxing Club,4970.0
12318,2005,Sports,The Big Lottery Fund,Bishopbriggs Tennis Club,3145.0
12319,2005,Sports,The Big Lottery Fund,Bishopsgarth School,3180.0
12320,2005,Sports,The Big Lottery Fund,Blackburn with Darwen Borough Council,596116.0
12321,2005,Sports,The Big Lottery Fund,Blackdale Middle School,4450.0
12322,2005,Sports,The Big Lottery Fund,Blackhall Community Association,246000.0
12323,2005,Sports,The Big Lottery Fund,Blatchington Court Trust,4460.0
12324,2005,Sports,The Big Lottery Fund,Blessed George Napier RC School,132580.0
12325,2005,Sports,The Big Lottery Fund,Blewbury Village Hall Management Committee,5000.0
12326,2005,Sports,The Big Lottery Fund,Blockley Sports and Social Club,5000.0
12327,2005,Sports,The Big Lottery Fund,Bo'ness Ladies Football Club,1200.0
12328,2005,Sports,The Big Lottery Fund,"Boccia, Epsom and Ewell",3196.0
12329,2005,Sports,The Big Lottery Fund,Boldmere Sports & Social Bowling Club,5000.0
12330,2005,Sports,The Big Lottery Fund,Bolton Blazers Basketball Club,5000.0
12331,2005,Sports,The Big Lottery Fund,Bolton Lads' and Girls' Club,4795.0
12332,2005,Sports,The Big Lottery Fund,Bolton Metropolitan Borough Council,277924.0
12333,2005,Sports,The Big Lottery Fund,Bolton Wise Limited,5000.0
12334,2005,Sports,The Big Lottery Fund,Bosbury Community and Sports Project,1183.0
12335,2005,Sports,The Big Lottery Fund,Bosworth Community Sports College,227250.0
12336,2005,Sports,The Big Lottery Fund,Botany Bay Cricket Club,5000.0
12337,2005,Sports,The Big Lottery Fund,Bounce,4280.0
12338,2005,Sports,The Big Lottery Fund,Bourn Sports Club,5000.0
12339,2005,Sports,The Big Lottery Fund,Bozeat Playing Field and Village Hall Association,5000.0
12340,2005,Sports,The Big Lottery Fund,Bracknell Forest School Sport Partnership,113730.0
12341,2005,Sports,The Big Lottery Fund,Bradfield Village Association,3244.0
12342,2005,Sports,The Big Lottery Fund,Braintree & District Athletic Club,1938.0
12343,2005,Sports,The Big Lottery Fund,Brent North Youth Sports Pilot Project,150000.0
12344,2005,Sports,The Big Lottery Fund,Brereton Community Sports Club,4870.0
12345,2005,Sports,The Big Lottery Fund,Bridlington School Sports College,3590.0
12346,2005,Sports,The Big Lottery Fund,Brierton Table Tennis Club,3770.0
12347,2005,Sports,The Big Lottery Fund,Brighton Hill Community College,4107.0
12348,2005,Sports,The Big Lottery Fund,Brighton and Hove City Council,38065.0
12349,2005,Sports,The Big Lottery Fund,British Blind Sport,596089.0
12350,2005,Sports,The Big Lottery Fund,British Colleges Sport England Rugby,4980.0
12351,2005,Sports,The Big Lottery Fund,British Fastpitch coaches association (Southeast),5000.0
12352,2005,Sports,The Big Lottery Fund,Broadway School,5000.0
12353,2005,Sports,The Big Lottery Fund,Brocton Football Club,58750.0
12354,2005,Sports,The Big Lottery Fund,BrookField Primary School,5000.0
12355,2005,Sports,The Big Lottery Fund,Brookfield Community School,151920.0
12356,2005,Sports,The Big Lottery Fund,Broomhill Lawn Tennis and Squash Club,5000.0
12357,2005,Sports,The Big Lottery Fund,Broomwood Primary School,5000.0
12358,2005,Sports,The Big Lottery Fund,Broughton and District Bowling Club,4718.0
12359,2005,Sports,The Big Lottery Fund,Brownedge St. Mary's Catholic High School,140204.0
12360,2005,Sports,The Big Lottery Fund,Broxtowe (Alderman White) School Sport Partnership,113917.0
12361,2005,Sports,The Big Lottery Fund,Buckland Dinham Playing Field Association,5000.0
12362,2005,Sports,The Big Lottery Fund,Bulkington Sports & Social Amateur Boxing Club,5000.0
12363,2005,Sports,The Big Lottery Fund,Burradon Juniors,4700.0
12364,2005,Sports,The Big Lottery Fund,Bury Bombers Wheelchair Basketball Club,5000.0
12365,2005,Sports,The Big Lottery Fund,Bury Croquet Club,5000.0
12366,2005,Sports,The Big Lottery Fund,Bury and District Disabled Advisory Council,5000.0
12367,2005,Sports,The Big Lottery Fund,Buxton Community School,94950.0
12368,2005,Sports,The Big Lottery Fund,CCDMW Junior Football Club,450.0
12369,2005,Sports,The Big Lottery Fund,Caistor Grammar School,113940.0
12370,2005,Sports,The Big Lottery Fund,Calderdale Junior RL Action Group,1956.0
12371,2005,Sports,The Big Lottery Fund,Callon Kids Community Club,5000.0
12372,2005,Sports,The Big Lottery Fund,Camber After School Club,5000.0
12373,2005,Sports,The Big Lottery Fund,Cambridge Cats Basketball Club,2067.0
12374,2005,Sports,The Big Lottery Fund,Cambridge Refugee Support Group,5000.0
12375,2005,Sports,The Big Lottery Fund,Cambridgeshire County Council,124665.0
12376,2005,Sports,The Big Lottery Fund,Campsie Minerva Football Club,3784.0
12377,2005,Sports,The Big Lottery Fund,Canterbury Bowling Club,2273.0
12378,2005,Sports,The Big Lottery Fund,Capables,3055.0
12379,2005,Sports,The Big Lottery Fund,Caribb Youth & Community Association,83323.0
12380,2005,Sports,The Big Lottery Fund,Carisbrooke High School and Sports College (Isle of Wight),132829.0
12381,2005,Sports,The Big Lottery Fund,Carluke Athletic,5000.0
12382,2005,Sports,The Big Lottery Fund,Carluke Boys Club 89's,4520.0
12383,2005,Sports,The Big Lottery Fund,Carousel Nurseries Ltd,9500.0
12384,2005,Sports,The Big Lottery Fund,Carr Manor High School,170907.0
12385,2005,Sports,The Big Lottery Fund,Carre's Grammar School,128396.0
12386,2005,Sports,The Big Lottery Fund,Castle Community Leisure,3167.0
12387,2005,Sports,The Big Lottery Fund,Castle Semple Rowing Club,5000.0
12388,2005,Sports,The Big Lottery Fund,Castlegreen Community School,5000.0
12389,2005,Sports,The Big Lottery Fund,Castletown Homing Society,3517.0
12390,2005,Sports,The Big Lottery Fund,Catalyst Housing Group Limited,200000.0
12391,2005,Sports,The Big Lottery Fund,Catchgate Community Football Club,4672.0
12392,2005,Sports,The Big Lottery Fund,Catforth Primary School,2382.0
12393,2005,Sports,The Big Lottery Fund,Cathedral Juniors Football Club,4550.0
12394,2005,Sports,The Big Lottery Fund,Central Bedfordshire Council,113915.0
12395,2005,Sports,The Big Lottery Fund,Central Cornwall Primary Care Trust,3940.0
12396,2005,Sports,The Big Lottery Fund,Central Homing Society,4978.0
12397,2005,Sports,The Big Lottery Fund,Centre for Sports Development,4964.0
12398,2005,Sports,The Big Lottery Fund,Chach Welfare Association,3557.0
12399,2005,Sports,The Big Lottery Fund,Chalfont St Giles Youth Club,4710.0
12400,2005,Sports,The Big Lottery Fund,Chapel Tri-Stars,5000.0
12401,2005,Sports,The Big Lottery Fund,Chatham Bowling Club,5000.0
12402,2005,Sports,The Big Lottery Fund,Cheetwood Primary School,4985.0
12403,2005,Sports,The Big Lottery Fund,Cheltenham Bournside School,2840.0
12404,2005,Sports,The Big Lottery Fund,Cherry Willingham Community School and Sports College,128528.0
12405,2005,Sports,The Big Lottery Fund,Cheslyn Hay Sports and Community High School,189897.0
12406,2005,Sports,The Big Lottery Fund,Chester le Street Tennis Club,1000.0
12407,2005,Sports,The Big Lottery Fund,Chesterton Amateur Football Club,4891.0
12408,2005,Sports,The Big Lottery Fund,Chesterton Youth Club,5000.0
12409,2005,Sports,The Big Lottery Fund,Chichester Boys Club,3577.0
12410,2005,Sports,The Big Lottery Fund,Chichester Specials,4050.0
12411,2005,Sports,The Big Lottery Fund,Children Achieving,5000.0
12412,2005,Sports,The Big Lottery Fund,Childrens Sports Day and Jubileetion,760.0
12413,2005,Sports,The Big Lottery Fund,Chingford CE Junior School,5000.0
12414,2005,Sports,The Big Lottery Fund,Chipping Norton School,5000.0
12415,2005,Sports,The Big Lottery Fund,Choices Youth Support,4945.0
12416,2005,Sports,The Big Lottery Fund,Chorley Trials Club,3853.0
12417,2005,Sports,The Big Lottery Fund,City of Salford Volleyball Club,4913.0
12418,2005,Sports,The Big Lottery Fund,Clackmannanshire Council,103368.0
12419,2005,Sports,The Big Lottery Fund,Clan na Gael C.L.G.,5000.0
12420,2005,Sports,The Big Lottery Fund,Claudy Rural Development Limited,955.0
12421,2005,Sports,The Big Lottery Fund,Claughton Community Group,3516.0
12422,2005,Sports,The Big Lottery Fund,Clay Cross and Danesmoor Football Club,450.0
12423,2005,Sports,The Big Lottery Fund,Clea Primary School,74681.0
12424,2005,Sports,The Big Lottery Fund,Cleeve  School,3510.0
12425,2005,Sports,The Big Lottery Fund,Club 66 Boys Club,4650.0
12426,2005,Sports,The Big Lottery Fund,Clydesdale Amateur Rowing Club,5000.0
12427,2005,Sports,The Big Lottery Fund,Coalshaw Green Park Veterans Institute,1566.0
12428,2005,Sports,The Big Lottery Fund,Coatbank United Boys Club,4365.0
12429,2005,Sports,The Big Lottery Fund,Cold Ash Parish Council,5000.0
12430,2005,Sports,The Big Lottery Fund,Collingbourne Ducis Village Hall Trust,5000.0
12431,2005,Sports,The Big Lottery Fund,Colmers Farm School,150813.0
12432,2005,Sports,The Big Lottery Fund,Combs Sailing Club,5000.0
12433,2005,Sports,The Big Lottery Fund,Comhairle nan Eilean Siar,44882.0
12434,2005,Sports,The Big Lottery Fund,Community Action For Locally Managing Stress (C.A.L.M.S) Ltd,2790.0
12435,2005,Sports,The Big Lottery Fund,Community Action Sport,4990.0
12436,2005,Sports,The Big Lottery Fund,Community Development Initiative,5000.0
12437,2005,Sports,The Big Lottery Fund,Community Empowerment Organisation Limited,5000.0
12438,2005,Sports,The Big Lottery Fund,Coniston Youth Club,2070.0
12439,2005,Sports,The Big Lottery Fund,Connections (Watford) London Ltd,660.0
12440,2005,Sports,The Big Lottery Fund,Consortium @Bristol,1937360.0
12441,2005,Sports,The Big Lottery Fund,Cookstown District Council,864704.0
12442,2005,Sports,The Big Lottery Fund,Cornish Pilot Gig Association,5000.0
12443,2005,Sports,The Big Lottery Fund,Coton & Hopwas Petanque Club,4659.0
12444,2005,Sports,The Big Lottery Fund,Council of the Isles of Scilly,6224.0
12445,2005,Sports,The Big Lottery Fund,Coundon Cockerels Junior Football Club,4921.0
12446,2005,Sports,The Big Lottery Fund,Countess Anne C of E Primary School,4514.0
12447,2005,Sports,The Big Lottery Fund,Counthill School,167988.0
12448,2005,Sports,The Big Lottery Fund,Courtlands School,2473.0
12449,2005,Sports,The Big Lottery Fund,Coventry Sports Club,5000.0
12450,2005,Sports,The Big Lottery Fund,Craigavon Borough Council,101734.0
12451,2005,Sports,The Big Lottery Fund,Craigmillar Park Tennis Club,5000.0
12452,2005,Sports,The Big Lottery Fund,Cranham Junior Badminton Club,2857.0
12453,2005,Sports,The Big Lottery Fund,Crediton Youth Focus,803.0
12454,2005,Sports,The Big Lottery Fund,Crewe and Nantwich Junior Netball Club,4900.0
12455,2005,Sports,The Big Lottery Fund,Cromarty Action for Young People,5000.0
12456,2005,Sports,The Big Lottery Fund,Crusaders Table Tennis Club,4475.0
12457,2005,Sports,The Big Lottery Fund,Cuddington Croft Primary School,5000.0
12458,2005,Sports,The Big Lottery Fund,Culmore & O'Kane Residents Association,4800.0
12459,2005,Sports,The Big Lottery Fund,Cumbria County Council,1372352.0
12460,2005,Sports,The Big Lottery Fund,DCT 'Making Dreams Come True' Ltd,143711.0
12461,2005,Sports,The Big Lottery Fund,Daisyfield Primary School,4860.0
12462,2005,Sports,The Big Lottery Fund,Dale Community Association,5000.0
12463,2005,Sports,The Big Lottery Fund,Danesholme Junior School,4680.0
12464,2005,Sports,The Big Lottery Fund,Danesmoor Youth Activity,500.0
12465,2005,Sports,The Big Lottery Fund,Dayncourt School Specialist Sports College (Nottinghamshire LEA),4949.0
12466,2005,Sports,The Big Lottery Fund,Dayspring Learning Centre,4970.0
12467,2005,Sports,The Big Lottery Fund,Deaf Connections,1200.0
12468,2005,Sports,The Big Lottery Fund,Deaf English Athletics Federation Staffordshire,4770.0
12469,2005,Sports,The Big Lottery Fund,Deaf-SELF,5000.0
12470,2005,Sports,The Big Lottery Fund,Deal Minnows Junior Angling Club,2020.0
12471,2005,Sports,The Big Lottery Fund,Deeplish Play Scheme,4932.0
12472,2005,Sports,The Big Lottery Fund,Derby City Rugby League Football Club,2064.0
12473,2005,Sports,The Big Lottery Fund,Derby Minority Senior Citizens Society,3730.0
12474,2005,Sports,The Big Lottery Fund,Derbyshire Afghani Community Association,4830.0
12475,2005,Sports,The Big Lottery Fund,Derbyshire County Council,309272.0
12476,2005,Sports,The Big Lottery Fund,Derbyshire Hill Community Association,4500.0
12477,2005,Sports,The Big Lottery Fund,Derbyshire Hockey Association,5000.0
12478,2005,Sports,The Big Lottery Fund,Derry City Council,1351375.0
12479,2005,Sports,The Big Lottery Fund,Derry Healthy Cities Project,29970.0
12480,2005,Sports,The Big Lottery Fund,Derrykeighan & District Community Association,4140.0
12481,2005,Sports,The Big Lottery Fund,Derwent Angling Association,4550.0
12482,2005,Sports,The Big Lottery Fund,Development Aid Foundation Sierra Leone,4170.0
12483,2005,Sports,The Big Lottery Fund,Devizes Rugby Football Club,2940.0
12484,2005,Sports,The Big Lottery Fund,Devon County Council,4560.0
12485,2005,Sports,The Big Lottery Fund,Dhek Bhal,5000.0
12486,2005,Sports,The Big Lottery Fund,Dickleburgh & Rushall Parish Council,5000.0
12487,2005,Sports,The Big Lottery Fund,Discovery Junior Cycling Club,5000.0
12488,2005,Sports,The Big Lottery Fund,Disport,4980.0
12489,2005,Sports,The Big Lottery Fund,Docking Playing Fields Management Committee,4570.0
12490,2005,Sports,The Big Lottery Fund,Donaghcloney Rural Needs Development Group,2574.0
12491,2005,Sports,The Big Lottery Fund,Doncaster Rowing Club,4755.0
12492,2005,Sports,The Big Lottery Fund,Doncaster and District Disabled Angling Club,3400.0
12493,2005,Sports,The Big Lottery Fund,Dorchester YMCA,5000.0
12494,2005,Sports,The Big Lottery Fund,Dowdales School,4950.0
12495,2005,Sports,The Big Lottery Fund,Down District Council,356233.0
12496,2005,Sports,The Big Lottery Fund,Downham Market Short Mat Bowls Club,1603.0
12497,2005,Sports,The Big Lottery Fund,Downpatrick and District / Listowel Linkage Group,4267.0
12498,2005,Sports,The Big Lottery Fund,Dr Radcliffe's C of E Primary School,1960.0
12499,2005,Sports,The Big Lottery Fund,Drapers' Academy,665520.0
12500,2005,Sports,The Big Lottery Fund,Dronfield Gadabouts,4394.0
12501,2005,Sports,The Big Lottery Fund,Dumfries and Galloway Council,79481.0
12502,2005,Sports,The Big Lottery Fund,Dundee Asian Sports Club,4945.0
12503,2005,Sports,The Big Lottery Fund,Dundee City Council,636380.0
12504,2005,Sports,The Big Lottery Fund,Dundela Forum Association,5000.0
12505,2005,Sports,The Big Lottery Fund,Dunfane Special School,3234.0
12506,2005,Sports,The Big Lottery Fund,Dunlop and District Community Company,151500.0
12507,2005,Sports,The Big Lottery Fund,Dunstable Bowmen,1873.0
12508,2005,Sports,The Big Lottery Fund,Dyson Perrins Church of England Academy,868100.0
12509,2005,Sports,The Big Lottery Fund,East Ayrshire Council,60592.0
12510,2005,Sports,The Big Lottery Fund,East Ayrshire Twinning Association,4000.0
12511,2005,Sports,The Big Lottery Fund,East Belfast Partnership,4494.0
12512,2005,Sports,The Big Lottery Fund,East Bergholt Bowls Club,4000.0
12513,2005,Sports,The Big Lottery Fund,East Cowes Community Partnership,5000.0
12514,2005,Sports,The Big Lottery Fund,East End Healthy Living Centre,99690.0
12515,2005,Sports,The Big Lottery Fund,East Lindsey Table Tennis League,4201.0
12516,2005,Sports,The Big Lottery Fund,East Lothian Basketball Development Group,4995.0
12517,2005,Sports,The Big Lottery Fund,East Markham Community Playing Field Association,1950.0
12518,2005,Sports,The Big Lottery Fund,East Midlands Boccia,2495.0
12519,2005,Sports,The Big Lottery Fund,East Riding of Yorkshire Council,17000.0
12520,2005,Sports,The Big Lottery Fund,East Sussex County Council,865076.0
12521,2005,Sports,The Big Lottery Fund,Eastbourne Community Tennis Development Group,4412.0
12522,2005,Sports,The Big Lottery Fund,Easton Gymnastics Club,4900.0
12523,2005,Sports,The Big Lottery Fund,Ebberston Sports Field Association,14000.0
12524,2005,Sports,The Big Lottery Fund,Edinburgh Ski Club,4000.0
12525,2005,Sports,The Big Lottery Fund,Edisford Primary School,4600.0
12526,2005,Sports,The Big Lottery Fund,Elfrida Primary School,3690.0
12527,2005,Sports,The Big Lottery Fund,Ellesmere Port and Neston Special Olympics Group,4988.0
12528,2005,Sports,The Big Lottery Fund,Ellington County First School,4860.0
12529,2005,Sports,The Big Lottery Fund,Ellington Juniors Football Club,5000.0
12530,2005,Sports,The Big Lottery Fund,Ellon Rugby Football Club,5000.0
12531,2005,Sports,The Big Lottery Fund,Ellowes Hall School,113291.0
12532,2005,Sports,The Big Lottery Fund,Elsley Primary School,4475.0
12533,2005,Sports,The Big Lottery Fund,Emerson Park School,192892.0
12534,2005,Sports,The Big Lottery Fund,Enfield Primary Schools Sports Association,4675.0
12535,2005,Sports,The Big Lottery Fund,Enterprise Club For Disabled People,2496.0
12536,2005,Sports,The Big Lottery Fund,Eoghan Rua - Sports Development and Physical Activity Group,1690.0
12537,2005,Sports,The Big Lottery Fund,Epping Sports Club Tennis Section,5000.0
12538,2005,Sports,The Big Lottery Fund,Epsom and Ewell Puffins Club,5000.0
12539,2005,Sports,The Big Lottery Fund,Erith School,5000.0
12540,2005,Sports,The Big Lottery Fund,Erne Integrated College,761450.0
12541,2005,Sports,The Big Lottery Fund,Essex County Council,559932.0
12542,2005,Sports,The Big Lottery Fund,Essex Golf Union,5000.0
12543,2005,Sports,The Big Lottery Fund,Essex Junior Badminton - Colchester,4623.0
12544,2005,Sports,The Big Lottery Fund,Eton Manor Athletics Club,4300.0
12545,2005,Sports,The Big Lottery Fund,Evenley Cricket Club,4902.0
12546,2005,Sports,The Big Lottery Fund,Evercreech Sports Club,4900.0
12547,2005,Sports,The Big Lottery Fund,Evesham High School Specialist Sports College,113940.0
12548,2005,Sports,The Big Lottery Fund,Exeter Company of Archers,4600.0
12549,2005,Sports,The Big Lottery Fund,FACE NI Inclusion Matters,72974.0
12550,2005,Sports,The Big Lottery Fund,FSN,98556.0
