,Scripts,title,Character,Season
674, Right this is staging.,The One With the Two Parties,JOEY,2
675," Yeah, this more than anything else, is the staging area.",The One With the Two Parties,CHANDLER,2
676," as they're walking out, Dr. Greene questioningly gestures at the Happy Birthday"", 'sign over the door This is clearly in the wrong apartment. they all walk across the', 'hall",The One With the Two Parties,JOEY,2
678," Alright you guys are off to party number one ushers 3 guys into Monica's"", 'apartment and you, you are off to party number two ushers four women into his apartment.', ""Two guys try to follow and Chandler blocks them and shoos them off to Monica's apartment"", ""Alright fellas, let's keep it movin', let' keep it movin.",The One With the Two Parties,CHANDLER,2
679," Chandler could you at least send some women to my party? buzzer goes off Alright', ""that's Ross.",The One With the Two Parties,MONICA,2
680," Ok, they're coming, shhh. Runs into Monica's apartment and grabs one last girl"", 'to take to his apartment",The One With the Two Parties,CHANDLER,2
681," Ohh, thank you for the wonderful dinner.",The One With the Two Parties,RACHEL,2
682, Thanks for being born.,The One With the Two Parties,ROSS,2
683," Ohh, thank you for my beautiul earrings, they're perfect. I"", 'love you.",The One With the Two Parties, RACHEL,2
684," Oh, now you can exchange them if you want, ok.",The One With the Two Parties,ROSS,2
685, Now I love you even more.,The One With the Two Parties,RACHEL,2
687, Surprise.,The One With the Two Parties,ALL,2
688," Oh my gosh, wow. Monica. Oh my god. Mom. This is so great.",The One With the Two Parties,RACHEL,2
689, Happy birthday sweetie.,The One With the Two Parties,MRS. GREENE,2
690," Wow you, you. I had no idea.",The One With the Two Parties,RACHEL,2
691, Really?,The One With the Two Parties,ROSS,2
692," No, I knew.",The One With the Two Parties,RACHEL,2
693, All right.,The One With the Two Parties,ROSS,2
694," Ok, everybody, there's food and drinks on the table. Go across the hall.",The One With the Two Parties,MONICA,2
695, What?,The One With the Two Parties,ROSS,2
696, What?,The One With the Two Parties,RACHEL,2
697," Right now, Joey and Chandler's, go now.",The One With the Two Parties,MONICA,2
698, Why.,The One With the Two Parties,RACHEL,2
699, Just go.,The One With the Two Parties,MONICA,2
701, Surprise.,The One With the Two Parties,ALL,2
702, Happy birthday sweetpea.,The One With the Two Parties,MR. GREENE,2
703, Daddy.,The One With the Two Parties,RACHEL,2
705," Both of them are here, both of them, both of them are here?",The One With the Two Parties, RACHEL,2
706," Well, we could count again.",The One With the Two Parties,CHANDLER,2
707, I can't believe this is happening.,The One With the Two Parties,RACHEL,2
708," You know what, this is ridiculous, ok. This is your birthday,', ""this is your party. I say we just put 'em all together and if they can't deal with it, who"", 'cares.",The One With the Two Parties, ROSS,2
709, I do.,The One With the Two Parties,RACHEL,2
710, That's who.,The One With the Two Parties,ROSS,2
711," Look, are you gonna be ok?",The One With the Two Parties,CHANDLER,2
712," Well, I have to be, I don't really have a choice, I mean, you know, I could look"", 'at the bright side, I get two birthday parties and two birthday cakes.",The One With the Two Parties,RACHEL,2
713," Well, actually just one birthday flan.",The One With the Two Parties,CHANDLER,2
714, What?,The One With the Two Parties,RACHEL,2
715," It's a traditional Mexican custard dessert...Look talk to Monica, she's on the"", 'food committee.",The One With the Two Parties,CHANDLER,2
717," Joey, Joey. Hey, some girl just walked up to me and said, 'I want you Dennis,'"", 'and stuck her tounge down my throat. I love this party.",The One With the Two Parties,CHANDLER,2
718, Quick volleyball question.,The One With the Two Parties,JOEY,2
719, Volleyball.,The One With the Two Parties,CHANDLER,2
720," Yeah, we set up a court in your room. Uh, you didn't really"", 'like that grey lamp, did you?",The One With the Two Parties, JOEY,2
721," Joey, a woman just stuck her tounge down my throat, I'm not even listening to"", 'you.",The One With the Two Parties,CHANDLER,2
722, Dennis.,The One With the Two Parties,GIRL'S VOICE,2
723," Ok, that's me. runs back",The One With the Two Parties,CHANDLER,2
724," Listen honey, can you keep dad occupied, I'm gonna go talk to mom for a while.",The One With the Two Parties,RACHEL,2
725," Ok, do you have any ideas for any openers?",The One With the Two Parties, ROSS,2
726," Uhh, let's just stay clear of 'I'm the guy that's doing you daughter' and you"", 'should be ok.",The One With the Two Parties,RACHEL,2
728," Ok people, I want you to take a piece of paper, here you go, and write down your', ""most embarassing memory. Oh, and I do ask that when you're not using the markers, you put"", 'the caps back on them because they will dry out.",The One With the Two Parties,MONICA,2
730," Hi Dr. Greene. So, uh, how's everything in the uh, vascular"", 'surgery....game?",The One With the Two Parties, ROSS,2
731," It's not a game Ross, a woman died on my table today.",The One With the Two Parties,MR. GREENE,2
732," I'm sorry. See that's the good thing about my job. All the dinosaurs on my table are"", 'already dead.",The One With the Two Parties,ROSS,2
734," Listen you guys, I don't mean to be a pain about this but, um, I've noticed that"", 'some of you are just placing them on. You wanna push the caps until you hear them click.', ""she demonstrates, Gunther starts to walk to the door Gunther, where're you going?",The One With the Two Parties,MONICA,2
735," I um, was sorta thinking about maybe...",The One With the Two Parties,GUNTHER,2
736," No. No you can't go. No this is fun. Come on we're just getting started. Here,"", ""here's your marker.",The One With the Two Parties,MONICA,2
737," Listen if you wanna go, just go.",The One With the Two Parties,PHOEBE,2
738," No, she'll yell at me again.",The One With the Two Parties,GUNTER,2
739," Alright, I can get you out.",The One With the Two Parties,PHOEBE,2
740, What?,The One With the Two Parties,GUNTHER,2
741," Shh. In a minute, I'm gonna create a diversion. When I do, walk quickly to the"", ""door and don't look back.",The One With the Two Parties,PHOEBE,2
743, I think I need a drink.,The One With the Two Parties,MR. GREENE,2
744," Oh, here, I, I'll get it for ya. Whad'ya want?",The One With the Two Parties,ROSS,2
745, Scotch.,The One With the Two Parties,MR. GREENE,2
746," Scotch. Alright, I'll be back in 10 seconds with your scotch on the rocks in a"", 'glass.",The One With the Two Parties,ROSS,2
747, Neat.,The One With the Two Parties,MR. GREENE,2
748, Cool.,The One With the Two Parties,ROSS,2
749," No no no, no no no, neat, as in no rocks.",The One With the Two Parties,MR. GREENE,2
750, I know.,The One With the Two Parties,ROSS,2
752," Oh hello Ross, where have you been?",The One With the Two Parties,MR. GREENE,2
753," Hi. Uh, I have been in the bathroom. Stay clear of the salmon mousse.",The One With the Two Parties,ROSS,2
754," Oh, scotch neat. Ya know, that's Rachel's father's drink.",The One With the Two Parties,MRS. GREENE,2
755," Oh, mine too. Isn't that neat, scotch neat. Would you excuse me? walks out in the"", ""hallway, Mr. Greene is walking out of Chandler and Joey's apartment Hey, hey, where you"", 'uh, sneakin off to mister?",The One With the Two Parties,ROSS,2
756, I'm getting my cigarettes out of my jacket.,The One With the Two Parties,MR. GREENE,2
757, No. no.,The One With the Two Parties,ROSS,2
758, Whad'ya mean no?,The One With the Two Parties,MR. GREENE,2
759," No, um, see 'cause that, that is, that is the staging area. If you go in there,"", ""it'll ruin the whole illusion of the party. Yeah, I think you take your scotch back in"", 'there and I will get your cigarettes for you sir.",The One With the Two Parties,ROSS,2
760, Get my glasses too.,The One With the Two Parties, MR. GREENE,2
761," All righty roo. closes the door What a great moment to say that for the first', 'time. goes to get the cigarettes and glasses",The One With the Two Parties,ROSS,2
762," Ok, the first person's most embarassing memory is, 'Monica, your party sucks.'"", 'Very funny.",The One With the Two Parties,MONICA,2
763," Oh no, ooh, ooh, did somebody forget to use a coaster?",The One With the Two Parties, PHOEBE,2
764," What? she runs over to where Phoebe is, Phoebe signals for Gunther to go I don't"", 'see anything.",The One With the Two Parties,MONICA,2
765," Great, I'm seeing water rings again.",The One With the Two Parties,PHOEBE,2
766," Ross, whose glasses are those?",The One With the Two Parties,MRS. GELLER,2
767, Mine.,The One With the Two Parties,ROSS,2
768, You wear bi-focals?,The One With the Two Parties,MRS. GREENE,2
769," Um-hmm. puts them on I have a condition, apparently, that I require two different', 'sets of focals.",The One With the Two Parties,ROSS,2
770, Did you know my husband has glasses just like that?,The One With the Two Parties,MRS. GREENE,2
771, Well those are very popular frames.,The One With the Two Parties,RACHEL,2
772, Neil Sedaka wears them.,The One With the Two Parties,ROSS,2
773, to Phoebe I hear you can get people out of here.,The One With the Two Parties,GUY,2
774," Rachel, you didn't tell me your boyfriend smoked.",The One With the Two Parties,MRS. GREENE,2
775," Yeah, like a chimney.",The One With the Two Parties,RACHEL,2
776," Ohh, big smoker. Packs the cigarettes and flings one on Mrs. Greene in the process.', ""Finally gets one in his mouth and it look really out of place Big big smoker. In fact I'm"", 'gonna go ou into the hallway and fire up this bad boy. as he walks into the hall, he', 'comes face to face with Mr. Greene",The One With the Two Parties,ROSS,2
777, Are you wearing my glasses?,The One With the Two Parties, MR. GREENE,2
778," Yes. pulls them off and hands them to Mr. Greene I was just warming up the', 'earpieces for you.",The One With the Two Parties,ROSS,2
779, Thank you. Is that one of my cigarettes?,The One With the Two Parties,MR. GREENE,2
780," pulls the cigarette off his upper lip and hands it to Mr. Greene Yeah, yes it is,', 'I was just moistening the tip.",The One With the Two Parties,ROSS,2
782," Ok, ok, she's taking the trash out so I can get you out of"", ""here but it has to be now, she'll be back any minute.",The One With the Two Parties, PHOEBE,2
783, What about my friend Victor?,The One With the Two Parties,GIRL 1,2
784," No, only the three of you, any more than that and she'll get suspicious.",The One With the Two Parties,PHOEBE,2
785," Alright, let me just get my coat.",The One With the Two Parties,GIRL 1,2
786, There isn't time. You must leave everything. They'll take care of you next door.,The One With the Two Parties,PHOEBE,2
787, Is it true they have beer?,The One With the Two Parties,GIRL 1,2
788, Everything you've heard is true.,The One With the Two Parties,PHOEBE,2
790," Could you guys please try to keep it down, we're trying to start a Boggle"", 'tournament.",The One With the Two Parties,MONICA,2
792," You, and you, you're supposed to be at my party. And Gunther! What are you doing"", 'here?",The One With the Two Parties,MONICA,2
793, Um gestures to dance floor,The One With the Two Parties,GUNTHER,2
794," enters with the three people she got out Ok, welcome to the fu-oh.",The One With the Two Parties,PHOEBE,2
795, Phoebe.,The One With the Two Parties,MONICA,2
796," Alright, I'm sorry but these people needed me. They work hard all week, it's"", 'Saturday night, they deserve to have a little fun. Go.",The One With the Two Parties,PHOEBE,2
797," Ya know, my party is fun. I mean, maybe it's a little quieter, less obvious sorta"", 'fun but, you know, if people would just give it a chance... volleyball hits her in the', 'head from behind",The One With the Two Parties,MONICA,2
799, You want me to see a therapist?,The One With the Two Parties,RACHEL,2
800," Sweetheart, you obviously have a problem. You've chosen a boyfriend exactly"", 'like your father.",The One With the Two Parties,MRS. GREENE,2
801," Ok mom, you know what, fine, I'll make an appointment ok, but you know what, right"", 'now, I gotta go, I gotta go do a thing.",The One With the Two Parties,RACHEL,2
803," Did you know your mother spent $1200 dollars on bansai trees. I felt like', 'Gulliver around that place.",The One With the Two Parties,MR. GREENE,2
804," Daddy, daddy, you know what, I really wanna hear more about this, I really do, but', 'I just have, I just have to do a, some stuff.",The One With the Two Parties,RACHEL,2
806," You work and you work and you work at a marriage but all he cares about is', 'his stupid boat.",The One With the Two Parties,MRS. GREENE,2
808, You work and you work and you work on a boat...,The One With the Two Parties,MR. GREENE,2
809, He always ridiculed my pottery classs...,The One With the Two Parties,MRS. GREENE,2
810, ...and you sand it and you varnish it...,The One With the Two Parties,MR. GREENE,2
811," ...but when all is said and done, he still drinks out of the mugs.",The One With the Two Parties,MRS. GREENE,2
812, ...and her yoga and her Bridges of Madison County...,The One With the Two Parties,MR. GREENE,2
813, ...the scotch and the cigarettes...,The One With the Two Parties,MRS. GREENE,2
814, ...and the bansai's and the chiuaua...,The One With the Two Parties,MR. GREENE,2
815, ...I may have only been in therapy for three weeks now dear but...,The One With the Two Parties,MRS. GREENE,2
816, ...what the hell does she want with half a boat...,The One With the Two Parties,MR. GREENE,2
818," running out of his apartment after a girl Ok, ok, you can be shirts and I'll"", ""be skins. I'll be skins. sits down beside Rachel Hey, how you holdin' up there, tiger?"", 'Oh, sorry, when my parents were getting divorced I got a lot of tigers. Got a lot of', 'champs, chiefs, sports, I even got a governor.",The One With the Two Parties,CHANDLER,2
819," This is it, isn't it? I mean, this is what my life is gonna"", ""be like. My mom there, my dad there. Thanksgiving, Christmas. She gets the house, he's in"", ""some condo my sister's gonna decorate with wicker. Oh, Chandler how did you get through"", 'this?",The One With the Two Parties, RACHEL,2
820," Well, I relied on a carefully regimented program of denial and, and wetting the', 'bed.",The One With the Two Parties,CHANDLER,2
821," Ya know, I just, so weird. I mean I was in there just', 'listening to them bitch about each other and all I kept thinking about was the fourth of', 'July.",The One With the Two Parties, RACHEL,2
822, Becasue it reminded you of the way our forefathers used to bitch at each other?,The One With the Two Parties,CHANDLER,2
823," It's just this thing. Every year we would go out on my dad's boat and watch the"", 'fireworks. Mom always hated it because the ocean air made her hair all big. My sister Jill', 'would be throwing up over the side and my dad would be upset becasue nobody was helping', 'and then when we did help he would scream at us for doing it wrong. But then when the', ""fireworks started, everybody just shut up, you know, and it'd get really cold, and we"", 'would all just sort of smush under this one blanket. It never occured to anybody to bring', ""another one. And now it's just...",The One With the Two Parties,RACHEL,2
824," I, I know. Hugs her. Ross walks out and Chandler puts her in his arms.",The One With the Two Parties,CHANDLER,2
826," Ok, thanks for coming, I hope you guys had fun.",The One With the Two Parties,MONICA,2
827," Alright, Monica dear, I'm gonna hit the road. Now I've left my 10 verbs on"", 'the table. And you be sure and send me that finished poem.",The One With the Two Parties,MRS. GREENE,2
828, Ok will do. So glad you came.,The One With the Two Parties,MONICA,2
829, I think I saw Rachel out in the hall.,The One With the Two Parties,MRS. GREENE,2
830," Ok, let me go check. Your mom want's to say goodbye.",The One With the Two Parties,MONICA,2
831, Oh ok.,The One With the Two Parties,RACHEL,2
832, Happy birthday sweetie.,The One With the Two Parties,MRS. GREENE,2
833, Ok.,The One With the Two Parties,RACHEL,2
835," Ahh, you drive safe.",The One With the Two Parties,JOEY,2
836," Ross, what're you doing.",The One With the Two Parties,MRS. GREENE,2
837," I'm getting ready for the water skiing. Mr. Greene opens the door which pulls Ross"", 'in How are you doing?",The One With the Two Parties,ROSS,2
838," Well, uh, Dr. Greene, where are you going?",The One With the Two Parties,CHANDLER,2
839, To get my coat.,The One With the Two Parties,MR. GREENE,2
840, No no no.,The One With the Two Parties,GUYS,2
841,"Alright, alright, I can get my own coat.",The One With the Two Parties,MR. GREENE,2
843," Sorry, we're on a major flan high.",The One With the Two Parties, CHANDLER,2
844," Oh no, you're not supposed to be here. This is the staging area, you should, it's"", 'all wrong, you should leave, ya know, get out. opens the door, the guys are right there', ""Or perhaps you'd like a creme d'menthe.",The One With the Two Parties,PHOEBE,2
845," I have to be heading to my chateau, thank you.",The One With the Two Parties,MR. GREENE,2
846," Oh all right, then I guess we're going back into the hallway.",The One With the Two Parties,PHOEBE,2
847," Thanks for coming Mrs. Greene. grabs her and kisses her to distract her. She goes', 'limp in his arms. Mr. Greene leaves. Well, ok, you take care.",The One With the Two Parties,JOEY,2
848," Oh, you kids she caresses his face and chest Well, this is the best party', ""I've been to in years.",The One With the Two Parties,MRS. GREENE,2
849, Thank you.,The One With the Two Parties,MONICA,2
852," Ok everybody, it's time for flan.",The One With the Two Parties, MONICA,2
853," Yup, get ready for the gelatenous fun.",The One With the Two Parties,CHANDLER,2
854, Kinda looks like that stuff you get when you get a bad infection.,The One With the Two Parties,JOEY,2
855," Ok, that's enough.",The One With the Two Parties,MONICA,2
856," Ok Rachel, make a special flan wish.",The One With the Two Parties, PHOEBE,2
857," Ok, I've got one. blows out the candles. Somebody calls out 'heads up' and the"", 'volleyball lands in the flan Wow, those things almost never come true.",The One With the Two Parties,RACHEL,2
863," Ok, Chandler, Mon, there's only one bananna nut muffin left.",The One With the Chicken Pox, RACHEL,2
865," Oh, I ordered mine first.",The One With the Chicken Pox,MONICA,2
866," Yeah, but I'm, I'm so much faster...",The One With the Chicken Pox,CHANDLER,2
867, Give it to me.,The One With the Chicken Pox,MONICA,2
868, No.,The One With the Chicken Pox,CHANDLER,2
869, Give it to me.,The One With the Chicken Pox,MONICA,2
870," Ok, you can have it. He licks it and offers it to her.",The One With the Chicken Pox,CHANDLER,2
871," She grabs the coffee cup on the table and licks the rim.', 'There you go, enjoy your coffee.",The One With the Chicken Pox, MONICA,2
872, That was there when I got here. Takes a bite of his muffin.,The One With the Chicken Pox,CHANDLER,2
873," enters Hey you guys, you will never guess who's coming to New York.",The One With the Chicken Pox,PHOEBE,2
874," Chandler tries to come back with a smart-ass remark but can't swallow the"", 'muffin. Quick, Phoebe, tell us before he can swallow.",The One With the Chicken Pox,MONICA,2
875," Oh ok, Ryan, that guy I went out with, who's in the Navy.",The One With the Chicken Pox,PHOEBE,2
877, You went out with a guy in the Navy?,The One With the Chicken Pox,RACHEL,2
878," Yeah, I met him when I was playing guitar in Washington Square Park. Ryan threw in', ""salt water taffy 'cause he didn't have any change.",The One With the Chicken Pox,PHOEBE,2
879," Hey, is that when you wrote salt water taffy man?",The One With the Chicken Pox,JOEY,2
880," No. No, he is my submaring guy. He resurfaces like every couple years and we have', ""the most amazing three days together. Only this time he's coming for two weeks. Two whole"", 'weeks, which means yay.",The One With the Chicken Pox,PHOEBE,2
881," So wait, this guy goes down for like two years at a time?",The One With the Chicken Pox, RACHEL,2
883, That'll teach you to lick my muffin.,The One With the Chicken Pox,MONICA,2
884, enters Hiii.,The One With the Chicken Pox,ROSS,2
885," Oh no, what happened?",The One With the Chicken Pox,JOEY,2
886," Well, I just spoke to Carol. Ben's got the chicken pox.",The One With the Chicken Pox,ROSS,2
887, Oh no.,The One With the Chicken Pox,ALL,2
888," Yeah, so if you haven't already had it, chances are you're gonna get it.",The One With the Chicken Pox,ROSS,2
889, Well I've had it.,The One With the Chicken Pox,RACHEL,2
890," Yeah, I've had it.",The One With the Chicken Pox,JOEY,2
891, Had it.,The One With the Chicken Pox,MONICA,2
892, Had it.,The One With the Chicken Pox,CHANDLER,2
893," Well, I've never had it, I feel so left out. Sees a red bump on her arm. Oh"", 'look!",The One With the Chicken Pox,PHOEBE,2
896," Honey, you made the bed again. I told you, you don't have to"", ""do that. This isn't camp.",The One With the Chicken Pox, MONICA,2
897," Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am', ""going to take a shower and today I will be singing Jim Crochee's Leroy Brown.",The One With the Chicken Pox,RICHARD,2
899," Monica... He re-enters the bedroom and Monica jumps on the bed, trying to cover', 'it. Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the', 'fattest man in the whole damn town?",The One With the Chicken Pox,RICHARD,2
900, Baddest. Otherwise the song would be Fat Fat Leroy Brown.,The One With the Chicken Pox,MONICA,2
901, What're you doing?,The One With the Chicken Pox,RICHARD,2
902, Just waiting for you sweetie.,The One With the Chicken Pox,MONICA,2
903, Are you remaking the bed?,The One With the Chicken Pox,RICHARD,2
904," I'm sorry, I'm sorry. You know what, the way you did it was just fine.",The One With the Chicken Pox,MONICA,2
905," Then, you're redoing it because...",The One With the Chicken Pox,RICHARD,2
906," If I tell you, you'll think I'm crazy.",The One With the Chicken Pox, MONICA,2
907, You're pretty much running that risk either way.,The One With the Chicken Pox,RICHARD,2
908," Ok, you see, the tag shouldn't be at the top left corner, it should be at the"", 'bottom right corner.",The One With the Chicken Pox,MONICA,2
909," Oh, well that's not so crazy.",The One With the Chicken Pox, RICHARD,2
910, I'm just easing you in.,The One With the Chicken Pox,MONICA,2
911," Oh, alright.",The One With the Chicken Pox,RICHARD,2
912," Alright, you see these little flower blossoms? They should be facing up, not down,', ""because, well, the head of the bed is where the sun would be. You don't love me any more"", 'do you.",The One With the Chicken Pox,MONICA,2
913," Actually, if it's possible, I love you more.",The One With the Chicken Pox,RICHARD,2
914," Really? Wow, well then come on, I wanna show you how to fold', 'the toilet paper into a point.",The One With the Chicken Pox, MONICA,2
916," Hey, look Joey, I'm just saying if you need something to hold you over, I can"", 'get you a job right here as an entry level processor.",The One With the Chicken Pox,CHANDLER,2
917, But don't you need experience for a job like that?,The One With the Chicken Pox,JOEY,2
918," It's not that hard to learn. And as for people realizing you have no idea what"", ""you're doing, hey, you're an actor. Act like a processor, people will think you're a"", 'processor.",The One With the Chicken Pox,CHANDLER,2
919," enters Hey Chandler, here's this morning's projections.",The One With the Chicken Pox,SCOTT,2
920," Hey thanks. Scott Alexander, Joey Tribbianni. Joey is a uh, fellow processor.",The One With the Chicken Pox,CHANDLER,2
921, No kidding.,The One With the Chicken Pox,SCOTT,2
922," Oh yeah yeah. I process. People want the processing, I'm the"", 'one they call.",The One With the Chicken Pox, JOEY,2
923, Where do you work?,The One With the Chicken Pox,SCOTT,2
924," Uhh, well, right now I'm in between things. You know how it is. One day you're"", ""processing, the next day you're not so much... processing any more.",The One With the Chicken Pox,JOEY,2
925, I was just telling Joey about the opening in Fleischman's group.,The One With the Chicken Pox,CHANDLER,2
926," Fleischman's group. Whatever you do, don't touch his sandwiches. Ha-ha-ha...",The One With the Chicken Pox,SCOTT,2
927, Ha-ha. Scott leaves Are all you processors dorks?,The One With the Chicken Pox,JOEY,2
929," Oh, this lipstick looks just great on you.",The One With the Chicken Pox,RACHEL,2
930," You look fabulous honey, you really do.",The One With the Chicken Pox,MONICA,2
931," Yeah? Are you sure, really. She picks up a mirror and sees the white splotches', 'all over her face.",The One With the Chicken Pox,PHOEBE,2
932," You see, you look beautiful. For god sakes, dim the lights.",The One With the Chicken Pox, RACHEL,2
933," I, I, I'm hideous.",The One With the Chicken Pox,PHOEBE,2
934," It's gonna be ok. Ryan's been under water. He's just gonna"", ""be so glad that you don't have barnicles on your butt.",The One With the Chicken Pox, MONICA,2
936, Come in.,The One With the Chicken Pox,PHOEBE,2
937," Hey baby, I'm back... Phoebe is sitting by the window in a veil.",The One With the Chicken Pox,RYAN,2
938," Hey Ryan, what's up?",The One With the Chicken Pox,PHOEBE,2
939, What's goin' on?,The One With the Chicken Pox,RYAN,2
940," Well, no no, you have to stay back. I, I have the pox.",The One With the Chicken Pox, PHOEBE,2
941, Chicken or small?,The One With the Chicken Pox,RYAN,2
942, Chicken. Which is so ironic considering I'm a vegetarian.,The One With the Chicken Pox,PHOEBE,2
943, Why aren't you at home in bed?,The One With the Chicken Pox,RYAN,2
944," 'Cause my, my grandmother's never had chicken pox. Please, please tell me you"", ""have, 'cause oh my God, I forgot how cute you are.",The One With the Chicken Pox,PHOEBE,2
945," I'm sorry, I never had 'em.",The One With the Chicken Pox,RYAN,2
946," Ohh, ohh.",The One With the Chicken Pox,PHOEBE,2
947," If I had one wish, it would be to build a time machine, go', 'back to when I was 7, when Jimmy Hauser had the chicken pox. I would grab that kid and rub', 'him all over my face.",The One With the Chicken Pox, RYAN,2
948," Yeah, or you know, you could just wish that I didn't have them now.",The One With the Chicken Pox,PHOEBE,2
949, Can I please see your face?,The One With the Chicken Pox,RYAN,2
950, Nope. You don't want to see a face covered with pox.,The One With the Chicken Pox,PHOEBE,2
951," Your face could be covered with lochs, I wouldn't care.",The One With the Chicken Pox,RYAN,2
952," And you hate fish. Oh. That's so sweet, alright. Ok, alright, you can see. This is"", 'me... she unveils herself right as a huge lightning bolt crashes outside. Ryan screams in', 'terror. Oh, I am scary.",The One With the Chicken Pox,PHOEBE,2
953," Sorry, the lightning. Lightning was an unfortunate incidence. You look lovely,', 'lovely.",The One With the Chicken Pox,RYAN,2
954," I hate this. 'Cause I tell you, I had the most amazing two"", 'weeks planned for us, and almost everything I had in mind, we had to be a lot closer than', 'this.",The One With the Chicken Pox, PHOEBE,2
955," Phoebe, I have spent the last eight months in a steel tube with men, thinking about', 'this moment. I am not gonna let a bunch of itchy spots stand between us. He walks to her', 'and kisses her.",The One With the Chicken Pox,RYAN,2
956," Ok, this is the most romantic disease I've ever had.",The One With the Chicken Pox,PHOEBE,2
958, Hey.,The One With the Chicken Pox,JOEY,2
959," Hey, how's the first day goin'?",The One With the Chicken Pox,CHANDLER,2
960," Pretty good. It's like you said. It's mostly just putting numbers from one column"", 'into another column.",The One With the Chicken Pox,JOEY,2
961, Well there you go.,The One With the Chicken Pox,CHANDLER,2
962," Hey and everbody is so nice. I just had a good talk with that lady with the red', 'hair, Jeannie.",The One With the Chicken Pox,JOEY,2
963," Jeannie, the head of east coast operations Jeannie?",The One With the Chicken Pox,CHANDLER,2
964," Yeah, turns out our kids go to the same school. Small world', 'huh?",The One With the Chicken Pox, JOEY,2
965, Weird world. Your kids?,The One With the Chicken Pox,CHANDLER,2
966, I figure my character has kids.,The One With the Chicken Pox, JOEY,2
967, Ya know there isn't a part of that sentence I don't need explained.,The One With the Chicken Pox,CHANDLER,2
968," Well, see when you're acting you need to think about stuff"", 'like that. My character, Joseph the processor guy, has two little girls, Ashley and', 'Brittany. Ashley copies everything Brittany does.",The One With the Chicken Pox, JOEY,2
969," Well, invisible kids can be that way sometimes.",The One With the Chicken Pox,CHANDLER,2
970," Yeah. Joseph and his wife, Karen, are thinking of having a', 'third kid... Ya know what? Just did.",The One With the Chicken Pox, JOEY,2
971, Really? Wow. That's some pretty powerful imaginary sperm you must have there.,The One With the Chicken Pox,CHANDLER,2
973, You know what makes the itching even worse?,The One With the Chicken Pox,RYAN,2
974, That you don't stop talking about it.,The One With the Chicken Pox,PHOEBE,2
975, Fine.,The One With the Chicken Pox,RYAN,2
976," Let's just play, ok. Good, ok. She picks up the dice. Here we go, double sixes,"", 'here we go... She starts to rub the dice all over herself. Here we go, come to mama,', 'just getting ready to roll the dice...",The One With the Chicken Pox,PHOEBE,2
977, What're you doing? Are you scratching?,The One With the Chicken Pox,RYAN,2
978," No. This is what I do for luck, ok.",The One With the Chicken Pox,PHOEBE,2
979, You're scratching. Give me the dice.,The One With the Chicken Pox,RYAN,2
980, No.,The One With the Chicken Pox,PHOEBE,2
981, Give me the dice.,The One With the Chicken Pox,RYAN,2
982," No. Here. Throws them on the table. There. Ooh, double sixes.",The One With the Chicken Pox,PHOEBE,2
983," We can't scratch. You know we can't, we'll scar.",The One With the Chicken Pox,RYAN,2
984," Uhh, I can't stop thinking about it. It's just so hard. I just wanna grab all"", ""these houses and rub 'em all over my body. Grabs a handful of the houses.",The One With the Chicken Pox,PHOEBE,2
985, No.,The One With the Chicken Pox,RYAN,2
986, Give it.,The One With the Chicken Pox,PHOEBE,2
987, No.,The One With the Chicken Pox,RYAN,2
988," Yeah, come on. You know you want it, you know you want it too, come on. Let's just"", ""be bad, it'll feel so good. She starts scratching him.",The One With the Chicken Pox,PHOEBE,2
989, Oh God help me.,The One With the Chicken Pox,RYAN,2
990," Now do me, do my back. Oh come on, harder.",The One With the Chicken Pox,PHOEBE,2
992," Oh, stop that, stop that right now.",The One With the Chicken Pox,RACHEL,2
993," You know, I might have expected this of you Phoebe, but Ryan, you're a military man.",The One With the Chicken Pox,ROSS,2
995," You and Milton have to join us on the boat. Karen'll pack a lunch, you'll bring the"", ""kids, we'll make a day of it.",The One With the Chicken Pox,JOEY,2
996," Oh, that sounds lovely. We're gonna have to set that up. Oh, I better get back."", 'Hope the baby feels better.",The One With the Chicken Pox,JEANNIE,2
997," Oh, thanks, thanks. Bye bye Jeannie.",The One With the Chicken Pox,JOEY,2
998, Bye bye Joey.,The One With the Chicken Pox, JEANNIE,2
999, What a phony.,The One With the Chicken Pox,JOEY,2
1000," Well, I'm sure you'll teach her a lesson when she steps off the dock onto"", 'nothing. Hey Mr. Douglas.",The One With the Chicken Pox,CHANDLER,2
1001, Sir.,The One With the Chicken Pox,JOEY,2
1002," Uh, listen Bing, I received your memo. So, we're not gonna receive the"", 'systems report until next Friday?",The One With the Chicken Pox,MR. DOUGLAS,2
1003, Well the people in my group wanna spend the holiday weekend with their families.,The One With the Chicken Pox,CHANDLER,2
1004," I have a family, I'm gonna be here.",The One With the Chicken Pox,MR. DOUGLAS,2
1005," Yeah Bing, what's that about?",The One With the Chicken Pox,JOEY,2
1006," It's about cutting my people a little slack, ya know, for morale. Look, if you"", 'wanna see some rough numbers, I can get them to you by Wednesday.",The One With the Chicken Pox,CHANDLER,2
1007, Rough numbers?,The One With the Chicken Pox,MR. DOUGLAS,2
1008, This company was not built on rough numbers. Am I right Mr. Douglas.,The One With the Chicken Pox,JOEY,2
