,Scripts,title,Character,Season
910, Twenty bucks.,The One with the Male Nanny,Sandy,9
911, It's like the cheapest college ever.,The One with the Male Nanny,Joey,9
914, r3v3LaT1oN,The One With Rachel's Other Sister,Transcribed by,9
917, Hey Hon? Would you help me get the plates down?,The One With Rachel's Other Sister,Monica,9
918," Yeah. Hey! Here's an idea. Why don't we use our wedding china "", 'today?",The One With Rachel's Other Sister,Chandler,9
919," No, I think we should save our china for something really ', 'special...Like, if the Queen of England comes over.",The One With Rachel's Other Sister,Monica,9
920," Honey, she keeps cancelling on us...Take the hint!",The One With Rachel's Other Sister,Chandler,9
921, What if something gets broken? They're so expensive! ,The One With Rachel's Other Sister,Monica,9
922," What is the point of having them, if we never use them?",The One With Rachel's Other Sister,Chandler,9
923," Ok..but if something gets broken, and then the Queen comes ', 'over...",The One With Rachel's Other Sister,Monica,9
924, I will explain it to her.,The One With Rachel's Other Sister,Chandler,9
925, Oh yeah! Like I'm going to let you talk to the Queen.,The One With Rachel's Other Sister,Monica,9
926," Wow the parade is really good this year/Man those horses can crap! ', 'Looks sideways at the TV in disgust",The One With Rachel's Other Sister,Joey,9
927," And next up is a marching band from Muskogee, Oklahoma.",The One With Rachel's Other Sister,Narrator from TV,9
928, Muskogee? That's like four hours from Tulsa! WOO HOO!,The One With Rachel's Other Sister,Chandler,9
929," And here's the float with the stars of popular daytime "", 'soap, Days of Our Lives. ",The One With Rachel's Other Sister,Narrator from TV,9
931, Oh my god!!,The One With Rachel's Other Sister,Joey,9
932," Aren't you one of the stars of popular daytime soap Days of our "", 'Lives?",The One With Rachel's Other Sister,Chandler,9
933," Yeah!! I forgot I'm supposed to be there! I can't believe I forgot! I "", 'usually write stuff like this down on my arm!",The One With Rachel's Other Sister,Joey,9
935, OH! Stupid long sleeves!,The One With Rachel's Other Sister,Joey,9
936, What are you going to do?,The One With Rachel's Other Sister,Chandler,9
937," (sighs) I guess I'm going to come up with a really good reason why I "", ""wasn't there! The producer is going to be so mad at me...He sat us all down "", 'yesterday and said everyone has to be there six AM sharp, that means you ', 'Tribbiani! (shrugs) Like I was some kind of idiot!",The One With Rachel's Other Sister,Joey,9
938," Well, you proved them wrong.",The One With Rachel's Other Sister,Chandler,9
939, Yeah...,The One With Rachel's Other Sister,Joey,9
942," Oh Emma...This is your first Thanksgiving...What are you thankful ', ""for? Mommy's boobies?",The One With Rachel's Other Sister,Rachel,9
943, Alot of people are thankful for those!,The One With Rachel's Other Sister,Ross,9
945, Hello? Rachel??,The One With Rachel's Other Sister,Voice outside,9
946, Who is it?,The One With Rachel's Other Sister,Rachel,9
947, It's your favourite sister!!,The One With Rachel's Other Sister,Voice outside,9
949, Jill?,The One With Rachel's Other Sister,Ross & Rachel (to each other),9
950, Amy!!,The One With Rachel's Other Sister,Voice outside,9
951, Hide my rings...,The One With Rachel's Other Sister,Rachel,9
953, Hey Amy!! Happy Thanksgiving!,The One With Rachel's Other Sister,Rachel,9
954, Do you have a hair straightener?,The One With Rachel's Other Sister,Amy,9
955, Erm...Hi! (Opens arms wide in an embrace),The One With Rachel's Other Sister,Rachel,9
956," Hi...Hair ', 'Straightener.",The One With Rachel's Other Sister,Amy (Moves forward as if to hug Rachel then grabs her arms),9
957, I haven't seen you in like a year!,The One With Rachel's Other Sister,Rachel,9
958," Oh I know, I know...I've just been crazed...",The One With Rachel's Other Sister,Amy,9
959, Oh...me too! Erm..I had a baby...,The One With Rachel's Other Sister,Rachel,9
960, I decorated Dad's office.,The One With Rachel's Other Sister,Amy,9
961," Oh..yeah? Well, unless you pushed a desk of your vagina, NOT the same ', 'thing.",The One With Rachel's Other Sister,Rachel,9
962," Listen erm, about the hair straightener, honey I really need one. I'm "", ""going to have dinner at my boyfriend's house...stops as Emma makes a sound Oh "", 'my god...Is this Emmet?",The One With Rachel's Other Sister,Amy,9
963, Er..It's Emmaemphasizing on Emma,The One With Rachel's Other Sister,Rachel,9
964, It's a girl?,The One With Rachel's Other Sister,Amy,9
965, Hey Amy.,The One With Rachel's Other Sister,Ross,9
966," Oh Amy, you remember Ross.",The One With Rachel's Other Sister,Rachel,9
967," Not really. But, you are much cuter than that geeky guy she used to ', 'date. Ross and Rachel look at Amy in disbelief",The One With Rachel's Other Sister,Amy,9
968, That was me. Rachel laughs in her throat,The One With Rachel's Other Sister,Ross,9
969," No...he was this creepy guy from High School who had this huge crush on ', 'her, since like the ninth grade.",The One With Rachel's Other Sister,Amy,9
970, Still me.,The One With Rachel's Other Sister,Ross,9
971," No I'm not talking about you c'mon. It was your fat "", ""friend's brother with that BAD afro...",The One With Rachel's Other Sister,Amy (Giggles abit),9
972," Okay, Amy, I'm going to save you some time ok? All me! "", 'Makes circling action with finger",The One With Rachel's Other Sister,Ross (Cutting in),9
974, Careful. Careful.. CAREFUL!,The One With Rachel's Other Sister,Monica,9
975," I'll tell you what. For the rest of our lives, I'll be careful, "", 'until told otherwise.",The One With Rachel's Other Sister,Chandler,9
977, Wait a minute. This isn't the china we picked out...,The One With Rachel's Other Sister,Chandler,9
978, I know! After you left the store I chose different ones.,The One With Rachel's Other Sister,Monica,9
979, Why?,The One With Rachel's Other Sister,Chandler,9
980," well, no offense honey, but your taste is a little feminine for ', 'me.",The One With Rachel's Other Sister,Monica,9
981, Oh suddenly flowers are feminine?,The One With Rachel's Other Sister,Chandler,9
982, Hey everybody! Happy thanksgiving!,The One With Rachel's Other Sister,Phoebe,9
983, Hey...Happy Thanksgiving!,The One With Rachel's Other Sister,"Monica, Chandler, Joey",9
984," Phoebs! Does a ""Come here!"" Action",The One With Rachel's Other Sister,Joey,9
985," Hey what's going on, Joe?",The One With Rachel's Other Sister,Phoebe,9
986," Listen, I...i...i... need a good lie.",The One With Rachel's Other Sister,Joey,9
987," Oh...ok..How about the whole man walking on the moon thing? Y'know? "", 'You can.. you can see the strings people!",The One With Rachel's Other Sister,Phoebe,9
988," No..nonono...I need a good lie to explain why I wasn't at the work "", 'thing today.",The One With Rachel's Other Sister,Joey,9
989," Oo. Honey, you stink at lying.",The One With Rachel's Other Sister,Phoebe,9
990, Wha? I do not!,The One With Rachel's Other Sister,Joey,9
991," Oh really? Let me ask you something. Yesterday at the coffeehouse, I ', 'went to the bathroom, and when I came back, my muffin was gone. Who took it?",The One With Rachel's Other Sister,Phoebe,9
992," Somebody opened the door...to the coffeehouse, and a, Raccoon ', '(emphasizes), came running in and went straight for your muffin I said ""Hey! ', 'Don\'t eat that! That\'s Phoebe\'s!"" and he said...pauses for a while...realizing ', 'how stupid it sounds He said ""Joey, you stink at lying"". What am I going to ', 'do?",The One With Rachel's Other Sister,Joey,9
993," Don't worry, don't worry. We'll come up with a good lie. I'll help "", 'you practice it.",The One With Rachel's Other Sister,Phoebe,9
994, Oh that'd be great. That'd be great. Thank you.,The One With Rachel's Other Sister,Joey,9
995, Sure. What was the work thing?,The One With Rachel's Other Sister,Phoebe,9
997, Pick up grandma at the airport?,The One With Rachel's Other Sister,Phoebe,9
998, Ohhh man! Covers his eyes and bends down,The One With Rachel's Other Sister,Joey,9
1000, Oh she's precious...,The One With Rachel's Other Sister,Rachel,9
1001, Do you ever worry she'll get your real nose?,The One With Rachel's Other Sister,Amy,9
1002," Amy...Yes I do, I really do. Reaches out toward Ross and he grabs ', 'her hand",The One With Rachel's Other Sister,Rachel,9
1004," Hello? Yeah! Hang on, one second. covers mouthpiece with hand Can I ', 'take this upstairs?",The One With Rachel's Other Sister,Amy,9
1005, Sure! We don't live there but...,The One With Rachel's Other Sister,Ross,9
1006, Seriously? It's just these rooms? I..thought you were a doctor.,The One With Rachel's Other Sister,Amy,9
1007," Yeah, no Ross has a PhD.",The One With Rachel's Other Sister,Rachel,9
1008, Ewwww!,The One With Rachel's Other Sister,Amy,9
1010, God! She is...unbelievable!,The One With Rachel's Other Sister,Rachel,9
1011, I know! I mean a PhD is just as good as an MD.,The One With Rachel's Other Sister,Ross,9
1012," Yeah, oh sure Ross yeah! If I have a heart attack at a restaurant, I ', 'want you there with your fossil brush!",The One With Rachel's Other Sister,Rachel,9
1014, Stupid thanksgiving!,The One With Rachel's Other Sister,Amy,9
1015, What? What? What happened?,The One With Rachel's Other Sister,Rachel,9
1016," My boyfriend cancelled on me. I mean I, I finally find a real ', 'relationship someone that I can spend this day with, and then his WIFE comes ', ""back into town. I swear, it's, it's, not even worth dating married guys.",The One With Rachel's Other Sister,Amy,9
1017, Don't say that!,The One With Rachel's Other Sister,Ross,9
1018," I was so looking forward to this. It was going to be such a beautiful ', 'Thanksgiving. We were going to have sushi...Amy on the verge of crying",The One With Rachel's Other Sister,Amy,9
1019, Oh Amy...don't cry. Erm. Ross? Could I talk to you in private?,The One With Rachel's Other Sister,Rachel,9
1020, Sure you wanna go upstairs? Or...,The One With Rachel's Other Sister,Ross,9
1022," Erm look. I was thinking, if it's ok with Monica, I would like to "", 'invite Amy, to Thanksgiving.",The One With Rachel's Other Sister,Rachel,9
1023," You know I think that's a great idea. It'll be like the pilgrims being "", ""in the Indian's syphillis.",The One With Rachel's Other Sister,Ross,9
1024," Look, I know she's a little tough to take...but she has no where else "", ""to go. And she's my sister. Alright? And she's Emma's aunt? And I'd like them to "", 'bond...",The One With Rachel's Other Sister,Rachel,9
1025," Ok...fine. But I don't want them bonding too much. I don't want her "", 'telling Emma she needs a nose job.",The One With Rachel's Other Sister,Ross,9
1026," Well! Ross, you know what? She may need one we're just going to have "", 'to make our peace with that.",The One With Rachel's Other Sister,Rachel,9
1028, Hi!!,The One With Rachel's Other Sister,Rachel,9
1029, Hey!,The One With Rachel's Other Sister,"Monica, Chandler, Phoebe, Joey",9
1030," Hey you guys! This is my sister Amy...This is Chandler, Joey, Phoebe ', 'and you know Mon!",The One With Rachel's Other Sister,Rachel,9
1031, Oh my god! You're on Days of Our Lives!,The One With Rachel's Other Sister,Amy,9
1032, Yeah!,The One With Rachel's Other Sister,Joey,9
1033, Wow! They must put alot of make-up on you.,The One With Rachel's Other Sister,Amy,9
1034," Happ, Happy Thanksgiving. He walks ', 'away as Chandler pats his back.",The One With Rachel's Other Sister,Joey(expression turns from happy to sad),9
1035," Hey, hey.",The One With Rachel's Other Sister,Ross(to Monica),9
1036, Hi. They exchange pecks on the cheek,The One With Rachel's Other Sister,Monica,9
1037, So welcome! Is this the first time you're seeing Emma?,The One With Rachel's Other Sister,Monica(To Amy),9
1038," Yeah, I thi, think so. (To Phobe who's standing behind Monica) It's nice "", 'to meet you Emma.(Sticks her hand out).",The One With Rachel's Other Sister,Amy,9
1039, Phoe-be! Articulating,The One With Rachel's Other Sister,Phoebe(SHakes her hand),9
1040, Ooo! That's a funny noise!,The One With Rachel's Other Sister,Amy,9
1042, Phoebs! I still need some help here.,The One With Rachel's Other Sister,Joey,9
1043," Oh! Right ok. Erm...ok..So it's not just the lie you tell, but it's "", ""the way you tell it for example, if you look down on the ground when you're "", ""talking, people know you're lying.",The One With Rachel's Other Sister,Phoebe,9
1044," Oh...(nodding)I don't know why this is so hard for me...y'know what I "", 'mean? Lying is basically just acting, and I am a terrific actor!(Smirks)",The One With Rachel's Other Sister,Joey,9
1045, You are a (looks down suddenly) terrific actor!,The One With Rachel's Other Sister,Phoebe,9
1046, Hey! Where's the baby?,The One With Rachel's Other Sister,Amy,9
1047, Oh we just put her down for a nap.,The One With Rachel's Other Sister,Rachel,9
1048," Listen, I was just thinking. You know what would be incredible? If you ', 'guys died!",The One With Rachel's Other Sister,Amy,9
1049, Thank you Amy!,The One With Rachel's Other Sister,Ross,9
1050," No, no, then I would get the baby! I mean you know, it'd be just like a "", ""movie, like at first I wouldn't know what to do with her, then I would rise to "", 'the occasion, and then I get a make-over and then I get married?",The One With Rachel's Other Sister,Amy,9
1051, That's a great movie! (Joey nods along),The One With Rachel's Other Sister,Phoebe(Clapping),9
1052," Now listen, not that you guys could stop me or anything, cos you know, ', ""you'd be dead. But, I was thinking about changing her name...I'm just not really "", 'a big fan of Emily.",The One With Rachel's Other Sister,Amy,9
1053, Emma.,The One With Rachel's Other Sister,Ross,9
1054, Emma. Ross wants you.,The One With Rachel's Other Sister,Amy(To Phoebe),9
1055, PHOE-BE!,The One With Rachel's Other Sister,Phoebe,9
1056, Why does she keep making that noise?,The One With Rachel's Other Sister,Amy(Whispering to Ross and Rachel),9
1058," Honey, I don't know how to tell you this but, erm...but if something "", 'were to happen to Ross or myself...Both of them knock on the wooden ', ""tableErm...You wouldn't get the baby.",The One With Rachel's Other Sister,Rachel,9
1059," Well, who would?",The One With Rachel's Other Sister,Amy,9
1060," Well, we haven't officially asked them yet, but, we would want Monica "", 'and Chandler.",The One With Rachel's Other Sister,Ross,9
1061, I can't believe you want us to raise Emma!,The One With Rachel's Other Sister,Chandler,9
1062," Yeah, Oh my god..I'm so moved.",The One With Rachel's Other Sister,Monica,9
1063," I don't believe this. Hold on a second. You guys die...and I don't get "", 'your baby???",The One With Rachel's Other Sister,Amy,9
1064," Amy, see, we're alot closer to Monica and Chandler. We see them "", ""everyday, and truthfully, honey, you don't seem very connected to the baby.",The One With Rachel's Other Sister,Rachel,9
1065, Connected? I mean...To what? She's a lump!,The One With Rachel's Other Sister,Amy,9
1066," You know guys, I gotta say this, this means so much to me. That ', ""you'd trust me, with your child...I mean, we all know that Monica and I have "", ""been trying to have a baby of our own, and I've had my doubts about my skills as "", 'a father, but...that you two....that you two...",The One With Rachel's Other Sister,Chandler,9
1067, This guy? Seriously? (Points at Chandler),The One With Rachel's Other Sister,Amy,9
1069," Ok...it's time for dinner! Erm...everyone, we're using our fancy "", ""china, and erm, it's very expensive...so pleaaase be careful.",The One With Rachel's Other Sister,Monica,9
1071," Whoa.....whoa......Laughs, then almost drops the plate but catches it. ', 'His expression turns serious. Whoa!",The One With Rachel's Other Sister,Ross,9
1072," Ok er...just to be clear, comedy with the plates, will not be ', ""well-received. Monica pinches Ross' arm. Ross flinches.",The One With Rachel's Other Sister,Monica,9
1074," Hey!! How come my plate is less fancy than everyone elses? Do you not ', 'trust me with the fancy plate?",The One With Rachel's Other Sister,Joey,9
1075," No!!! Honey that's...that's a special plate! See, it's a game! "", 'Whoever gets that plate, wins!",The One With Rachel's Other Sister,Monica,9
1076, I can't believe I won! (Phoebe smiles at him),The One With Rachel's Other Sister,Joey(appearing very proud),9
1077," Y'know, this is such a slap in the face. I mean, I'm your sister, and "", ""you'd give your baby to these....strangers over me.",The One With Rachel's Other Sister,Amy,9
1078," Monica, is Ross' sister.",The One With Rachel's Other Sister,Rachel,9
1079, No....Ross' sister was really fat.,The One With Rachel's Other Sister,Amy,9
1080, That was me.,The One With Rachel's Other Sister,Monica,9
1081," er...No. She was this really dorky girl in High School, who used to ', 'follow Rachel around like a puppy...",The One With Rachel's Other Sister,Amy,9
1082, Amy!! You've GOT to stop doing that.,The One With Rachel's Other Sister,Rachel,9
1084," Ok...listen er...I know that you're having a little bit of a family "", ""crisis but you don't have to take it out on the plates! In fact I think, that, "", 'everyone, should erm...cut their food like this! (Proceeds to cut a turkey ', 'drumstick in mid-air over the plate) Now, see? This way you protect the plates, ', ""and let's face it. You have fun.",The One With Rachel's Other Sister,Monica,9
1085," Ok, how bout this. If you guys die, and the crazy plate lady dies...THEN ', 'do I get the baby.",The One With Rachel's Other Sister,Amy,9
1086," No...if crazy plate lady...catches himself in mid-sentence If ', 'Monica dies...then...I would get Emma...right? ",The One With Rachel's Other Sister,Chandler,9
1087," Well, actually....",The One With Rachel's Other Sister,Rachel,9
1088, Actually what?,The One With Rachel's Other Sister,Chandler,9
1089," Er...it's just that in THAT case...then erm...Emma would go to my "", 'parents.",The One With Rachel's Other Sister,Ross,9
1090, What??!,The One With Rachel's Other Sister,Chandler,9
1091, Hurts doesn't it? (Chandler nods),The One With Rachel's Other Sister,Amy,9
1092, Er... Who has to die for me to get her?,The One With Rachel's Other Sister,Joey,9
1095," So, if Monica's not around, I'm not good enough to raise Emma?",The One With Rachel's Other Sister,Chandler,9
1096," No, that's not what we are saying...",The One With Rachel's Other Sister,Ross,9
1097, Yeah! He's lying he looked down! (Phoebe nods in agreement),The One With Rachel's Other Sister,Joey,9
1098," What...what is wrong with me? Am I, am I incompetent? Because I ', 'managed to survive whatever it is that killed the three of you!",The One With Rachel's Other Sister,Chandler,9
1099," Honey, you're taking this the wrong way. We think you're going to be "", ""a wonderful parent! It's just that, you're more the...y'know, fun parent.",The One With Rachel's Other Sister,Rachel,9
1100," Yeah! And we wanna make sure that Emma also has someone like Monica, ', ""who's more of a disciplinarian...someone who can be firm, and strict.",The One With Rachel's Other Sister,Ross,9
1101, That's not how you see me is it?,The One With Rachel's Other Sister,Monica,9
1102," No, you're all about the fun. (Phoebe is cutting her food like Monica "", 'told everyone to)",The One With Rachel's Other Sister,Phoebe,9
1103," Look, I may not know alot about babies, but you really think I'm "", 'not capable?",The One With Rachel's Other Sister,Chandler,9
1104," No...you both are equally capable. It's just that you're strongest, "", ""when you're together.",The One With Rachel's Other Sister,Ross,9
1105," Ok, so if we both had Emma, and I die knocks fist on table she'd "", 'have to give her up.",The One With Rachel's Other Sister,Chandler,9
1106, Sure! Monica would have to give her up.,The One With Rachel's Other Sister,Ross,9
1107," I lie better than that right? (Phoebe gives Joey a ""of course!"" ', 'look)",The One With Rachel's Other Sister,Joey,9
1108," So...so let me get this straight. So my two friends die, I get ', 'Emma, then my wife dies, then Emma the one-tiny-ray-of-hope left in my life, ', 'gets taken away from me?",The One With Rachel's Other Sister,Chandler,9
1109, THERE'S your movie! (Joey nods in agreement),The One With Rachel's Other Sister,Phoebe(Clapping),9
1110," Outside the apartment. Chandler is sitting on the steps. Monica ', 'opens the door",The One With Rachel's Other Sister,Scene,9
1111, Hey...there you are. You disappeared after dinner.,The One With Rachel's Other Sister,Monica,9
1112," Oh, did somebody miss me? Is there a child to raise poorly?",The One With Rachel's Other Sister,Chandler,9
1113," Ross and Rachel don't know what they're talking about! I mean it's "", ""not like they're so responsible. Emma as a product of a bottle of Murlo and a "", 'five-year-old condom.",The One With Rachel's Other Sister,Monica,9
1114," Y'know but they're right. I'm not a strong father-figure and I "", 'never will be. ",The One With Rachel's Other Sister,Chandler,9
1115, No....You learn these things. You grow into it.,The One With Rachel's Other Sister,Monica,9
1116," Yeah, but it's not who I am. Everything they said is exactly why I "", ""was worried about having a kid. And it's true! And, look, everybody knows "", 'it.",The One With Rachel's Other Sister,Chandler,9
1117," I don't know it! I want to have a kid with you because I think you're "", 'going to be an amazing dad. At the fun parts and at the hard parts.",The One With Rachel's Other Sister,Monica,9
1118," Oh yeah, well, can you picture me saying, ""Go to your room! You\'re ', 'grounded!",The One With Rachel's Other Sister,Chandler,9
1119, Can you hear me say you're grounded?,The One With Rachel's Other Sister,Monica,9
1120, You said that to me last week.,The One With Rachel's Other Sister,Chandler,9
1121, How hard is it? No shoes on the furniture!,The One With Rachel's Other Sister,Monica,9
1123," Argh. The producer from Days Of Our Life left me a message on the ', ""machine asking why I wasn't at the parade! They say everybody is very pissed off "", 'at me and they all got to meet Santa! Whining",The One With Rachel's Other Sister,Joey,9
1124," It's ok. I thought of the perfect lie for you. It's easy to remember "", ""and it doesn't invite alot of questions. You weren't at the parade, because you "", 'had a family emergency.",The One With Rachel's Other Sister,Phoebe,9
1125," Oh...I like that! Yeah! I wasn't at the parade because I had a family "", 'emergency.",The One With Rachel's Other Sister,Joey,9
1126, Ooo...What happened?,The One With Rachel's Other Sister,Phoebe,9
1127, Er...My sister's raccoon came.....,The One With Rachel's Other Sister,Joey,9
1128, No! Nothing with the raccoon!!,The One With Rachel's Other Sister,Phoebecutting in,9
1130, Wha...wait what are you doing?,The One With Rachel's Other Sister,Monica,9
1131, Setting the table.,The One With Rachel's Other Sister,Joey,9
1132," I thought it might be nice to use the fancy china for dessert ', 'too.",The One With Rachel's Other Sister,Phoebe,9
1133," Oh..How nice! Maybe later we can all go blow our noses on my wedding ', 'dress",The One With Rachel's Other Sister,Monica,9
1134," Hey dude, you ok? Sorry bout before. ",The One With Rachel's Other Sister,Ross,9
1135," No, no that's ok. You're totally right I don't know anything about "", 'disciplining a child. But...you did hurt my feelings...so, I want you to know ', ""that if I die, you don't get Joey. ",The One With Rachel's Other Sister,Chandler,9
1138," In case you haven't noticed, I'm not talking to you.",The One With Rachel's Other Sister,Amy,9
1140," You know, this is...this is classic Rachel.",The One With Rachel's Other Sister,Amy,9
1141," Oh yeah...yeah, right. Remember in high school, when I died, and ', ""didn't give you my baby? ",The One With Rachel's Other Sister,Rachel,9
1142," This, might be my one chance to have a child, Rachel. I mean, you know ', 'that I have been so busy focussing on my career...",The One With Rachel's Other Sister,Amy,9
1143, What? What career???,The One With Rachel's Other Sister,Rachel cutting in,9
1144, Erm...I'm a decorator?? sarcastic,The One With Rachel's Other Sister,Amy,9
1145," You decorate dad's office and now you're a decorator? Ok! I went to "", ""the Zoo yesterday...now I'm a koala bear!",The One With Rachel's Other Sister,Rachel,9
1146, Why can't you ever be supportive? ,The One With Rachel's Other Sister,Amy,9
1147," Suppor...You wanna talk supportive? You didn't even come and visit me "", 'when I was in the hospital having the baby! ",The One With Rachel's Other Sister,Rachel,9
1148," Oh yeah? Well, you didn't come to see me in the hospital when I was "", 'getting my lips done! ",The One With Rachel's Other Sister,Amy,9
1149, I did the FIRST time! ,The One With Rachel's Other Sister,Rachel,9
1151," And...and you know what? You wanna know why I'm not giving Emily to "", 'you? ",The One With Rachel's Other Sister,Rachel,9
1152, Emma.,The One With Rachel's Other Sister,Ross,9
1153," OH! Whoose side are you on!/ I'm not giving you Emma because there is "", 'no way, you could handle the responsibility of a child.",The One With Rachel's Other Sister,Rachel,9
1154," Well, how hard could it be? You do it.",The One With Rachel's Other Sister,Amy,9
1155," Ooooooooohoohooo.......realizes it is the wrong time and looks away, ', 'at his shoes.",The One With Rachel's Other Sister,Joey,9
1156," Do I know why you don't want me to have the baby? Because you don't want "", 'me to be happy! You have ALWAYS been jealous of me.",The One With Rachel's Other Sister,Amy,9
1157," Jealous of what? Of your lack of responsibility? Your...Your ', ""inmaturity? Your total disregard for other people's feelings? ",The One With Rachel's Other Sister,Rachel,9
1158, Er...To name a few!,The One With Rachel's Other Sister,Amy,9
1160," Y'know, you're just, you've always been like this. You just...you had to "", ""have everything and I couldn't have anything. Like in junior high, when you "", 'stole Timmy from me...I mean do you even realize how much that hurt me?",The One With Rachel's Other Sister,Amy,9
1161, Timmy was my boyfriend! And you made out with him!!,The One With Rachel's Other Sister,Rachel,9
1162," Oh come on, that was twenty years ago, get over it.",The One With Rachel's Other Sister,Amy,9
1163," Oh god! I cannot believe...i cannot believe that i invited you here ', 'today! ",The One With Rachel's Other Sister,Rachel,9
1164," Yeah, y'know what I cannot believe? That my so-called sister, gets a "", 'thirty percent discount from Ralph Lauren and I still have to pay retail? ",The One With Rachel's Other Sister,Amy,9
1165, Hahah......Ahhahah...It's forty-five!,The One With Rachel's Other Sister,Rachel,9
1166, You...bitch. ,The One With Rachel's Other Sister,Amy,9
1168," You just think you're so perfect. With your new baby, and your...your "", 'small apartment. ",The One With Rachel's Other Sister,Amy,9
1170," Well, let me tell you something. Your baby? Isn't even that cute. ",The One With Rachel's Other Sister,Amy,9
1172, Too far Amy. Too far. ,The One With Rachel's Other Sister,Ross,9
1173, You take that back.,The One With Rachel's Other Sister,Rachel,9
1174, No! ,The One With Rachel's Other Sister,Amy,9
1175, Take it back!,The One With Rachel's Other Sister,Rachel,9
1176, NO! What are you going to do? Make me?,The One With Rachel's Other Sister,Amy,9
1177, Hey...man! I work out! ,The One With Rachel's Other Sister,Rachel,9
1178, So do I!,The One With Rachel's Other Sister,Amy,9
1179, I do karates.,The One With Rachel's Other Sister,Rachel,9
1180, I do Yoga.,The One With Rachel's Other Sister,Amy,9
1181, Bring it on!,The One With Rachel's Other Sister,Rachel,9
1183," Put the plates back in the boxes! Put the plates back in the ', 'boxes!",The One With Rachel's Other Sister,Monica,9
1184, Did you just push me? ,The One With Rachel's Other Sister,Rachel,9
1185, Uh yeah! I think I did.,The One With Rachel's Other Sister,Amy,9
1186, Alright that's it!,The One With Rachel's Other Sister,Rachel,9
1188, Forget the bubble wrap! There isn't time! ,The One With Rachel's Other Sister,Monica,9
1190," Crazy crazy crazy crazy! She says this while messing up Amy's "", 'hair",The One With Rachel's Other Sister,Rachel,9
1192, Oh my god! Shouldn't we stop this? ,The One With Rachel's Other Sister,Phoebe,9
1193, What are you? Out of your mind? Let's toss some Jell-O on them!,The One With Rachel's Other Sister,Joey,9
1195, Ew! Ew! Gross gross!,The One With Rachel's Other Sister,Rachel,9
1197," Alright! That is it! This is our apartment and you cannot behave ', ""this way. Now if you can't act your age, then you shouldn't be here at all. Now, "", 'those plates may not be as nice as the pretty pink ones I picked out...But ', ""they're very important to Monica...And I want you to apologize to her right now. "", '",The One With Rachel's Other Sister,Chandler,9
1198, I'm sorry.,The One With Rachel's Other Sister,Amy,9
1199, Mon...I'm so sorry.,The One With Rachel's Other Sister,Rachel,9
1200," Ok...That's better. Now I want you to apologize to each other, and "", 'mean it.",The One With Rachel's Other Sister,Chandler,9
1201, Sorry. ,The One With Rachel's Other Sister,Amy & Rachel,9
1202," By the way, that fight was totally arousing.",The One With Rachel's Other Sister,Chandler(Whispering),9
1203," Dude, well done! You know what? If I die, and Rachel dies, and Monica ', 'dies, you can totally take care of Emma. ",The One With Rachel's Other Sister,Ross,9
1204," Oh yeah? Well, thanks! ",The One With Rachel's Other Sister,Chandler,9
1205," So, so, now do I get Joey? ",The One With Rachel's Other Sister,Ross,9
1206," Ok...but you should know, he eats five times a day and shoves ', 'pennies up his nose. ",The One With Rachel's Other Sister,Chandler,9
1208, Are you ok Mon? ,The One With Rachel's Other Sister,Rachel,9
1209," Uh huh. These things happen. I mean it's just a plate, it's not like "", 'somebody died.",The One With Rachel's Other Sister,Monica,9
1210, It's alright...you can mourn.,The One With Rachel's Other Sister,Phoebe,9
1211, Thank you! It was so beautiful! ,The One With Rachel's Other Sister,Monica (Through tears),9
1213, I'm going to go to Joey's and get pies. ,The One With Rachel's Other Sister,Monica,9
1214," Actually, not pies, it's just pie. ",The One With Rachel's Other Sister,Joey,9
1215," I don't care. Oh my god, I've lost the will to scold.",The One With Rachel's Other Sister,Monica,9
1216," Look, Amy...I got a little out-of-control over there. Erm...and I'm "", ""sorry. You're my sister and erm...if it really means that much to you...",The One With Rachel's Other Sister,Rachel,9
1217, So you're going to give me the baby? ,The One With Rachel's Other Sister,Amy,9
1218," No, I was going to let you use my Ralph Lauren discount.",The One With Rachel's Other Sister,Rachel,9
1219, You are not going to regret this! ,The One With Rachel's Other Sister,Amy,9
1221, She needs changing...,The One With Rachel's Other Sister,Rachel,9
1222," Oh no no! I'll get her. I'm super-confident, totally responsible "", ""and fourth in line to raise Emma./ I'll be right there Emma! Just let me get my "", 'trusty diaper bag here.",The One With Rachel's Other Sister,Chandler,9
1224," Well, what do you know? I guess, I'll be the one who dies "", 'first.",The One With Rachel's Other Sister,Chandler,9
1227, Hey. Does Monica know about her broken plates yet? ,The One With Rachel's Other Sister,Phoebe,9
1228, Nope.,The One With Rachel's Other Sister,Chandler,9
1229, Broke em all huh?,The One With Rachel's Other Sister,Phoebe,9
1230, Yup.,The One With Rachel's Other Sister,Chandler,9
1231, You going to tell her?,The One With Rachel's Other Sister,Phoebe,9
1232, Nope.,The One With Rachel's Other Sister,Chandler,9
1234," Hey! So, I'm gonna put the plates back. Y'know I think you're "", ""right...I don't think we should use these plates again for a long time.",The One With Rachel's Other Sister,Chandler,9
1235, Like only if the Queen comes?,The One With Rachel's Other Sister,Monica,9
1236, Maybe not even then!,The One With Rachel's Other Sister,Chandler,9
